id,title,firstSentence,fullBody
24585,"DOLORES DEL RIO, 77, IS DEAD; FILM STAR IN U.S. AND MEXICO","Dolores Del Rio, an actress of remarkable beauty who became a film star in Hollywood and in her native Mexico, died Monday at her home in Newport Beach, Calif. She was 77 years old and had been in failing health.","Dolores Del Rio, an actress of remarkable beauty who became a film star in Hollywood and in her native Mexico, died Monday at her home in Newport Beach, Calif. She was 77 years old and had been in failing health. During the days of silent films, Miss Del Rio's face, elegant and expressive, made her one of Hollywood's important actresses and one of its first Latin stars. Her first big movie was ''What Price Glory,'' the landmark film directed by Raoul Walsh in 1926, in which she portrayed a French peasant. Her first starring role was a portrayal of a Russian girl in ''Resurrection'' in 1927. Her next starring role came in 1928 in ''Ramona,'' the tragic story of a beauty of Spanish and Indian extraction. Of ''Ramona,'' Mordaunt Hall wrote in The New York Times: ''Miss Del Rio's interpretation of Romona is an achievment. Not once does she overact, and yet she is perceived weeping and almost hysterical. She is most careful in all the moods of the character. Her beauty is another point in her favor.'' Not a Spanish Actress In Miss Del Rio's first appearance on film, in ''Joanna'' in 1925, she was billed as a ''Spanish actress,'' a label that was changed to ''Mexican'' only at her insistence. The director Edwin Carewe, who discovered her, said that he wanted to avoid her being typecast. But ultimately, her career in the United States suffered because producers invariably cast her in ethnic and exotic roles. During the late 1920's and early 1930's, there was a spate of such films that included ''Girl of the Rio,'' ''Revenge,'' ''Bird of Paradise'' and ''Loves of Carmen.'' Of her role in ''Carmen,'' Mordaunt Hall wrote: ''The alluring Miss Del Rio, with her bright eyes, pretty lips and lithe figure, gives a decidedly unrestrained portrait of the faithless creature.'' With the advent of talking pictures, Miss Del Rio's Latin accent hemmed her into such roles even more, although she was able to sustain an acceptable level of popularity in Hollywood through the early 1940's. Returned to Mexico In 1933, she introduced the two-piece swimsuit in ''Flying Down to Rio,'' in which Fred Astaire and Ginger Rogers teamed up for the first time. In the movie, Miss Del Rio and Mr. Astaire danced, in a memorable scene, to '' Orchids In the Moonlight.'' In 1934, in ''Wonder Bar,'' Al Jolson and Dick Powell competed for her affections. That same year she played the title role in ''Madame Du Barry,'' the fetching mistress of Louis XV. In 1943, after tiring of her glamour-girl image in Hollywood, Miss Del Rio returned to Mexico, where she enjoyed a much more rewarding career on screen and stage, and helped establish the Mexican film industry. ''Maria Candelaria,'' the film of which she was said to be proudest, was one of the earliest serious movies made in Mexico. The Spanish-language film won the best picture award at the Cannes Film Festival in 1946. In it, she played an Indian peasant woman who is stoned to death by villagers because they believe she has modeled for a famous nude painting, though actually, she modeled only for the face. The film was directed by Emilio Fernandez. One of her best-known roles was in the John Ford film ''The Fugitive,'' made in Mexico in 1947. In it, she played an unwed Indian mother who aided a fugitive priest, played by Henry Fonda. In the 1960's, she returned to Hollywood to star in ''Flaming Star,'' ''Cheyenne Autumn'' and ''The Children of Sanchez,'' an American-Mexican production. Daughter of a Banker Miss Del Rio was born Lolita Dolores Martinez Asunsolo Lopez Negrette, the daughter of a banker. She was educated in a convent school? In 1925, Mr. Carewe saw her at a dance in Mexico City and suggested that she had a future in movies. She was married three times, the first time at age 15 to Jaime Del Rio. The marriage ended before her career in Hollywood began. Her marriage in 1930 to the director Cedric Gibbons ended in divorce 11 years later, and she married Lewis Riley, a producer, who was with her when she died."
39751,"Dale McConathy, 48, N.Y.U. Art Professor","Dale McConathy, chairman of the Department of Art and Art Education of the New York University School of Education, died of a heart attack Sunday at his home in Manhattan, an N.Y.U.","Dale McConathy, chairman of the Department of Art and Art Education of the New York University School of Education, died of a heart attack Sunday at his home in Manhattan, an N.Y.U. spokesman, Randi Wershba, said. He was 48 years old. Mr. McConathy began working at N.Y.U. in 1980 and had been an associate professor since 1985. He was founding executive director and consultant of Artpark, an arts center in Lewiston, N.Y. He was also an editorial consultant for magazines, including Time, Vogue, Working Woman and Harper's Bazaar. He was born in McAlester, Okla., and received a bachelor's degree from Central State College in Oklahoma and a master's degree from the University of Oklahoma. His companion was Grant Taylor, Mr. McConathy's family said. He is survived by his parents, Edward and Irene, of Oklahoma City; a brother, Walter, also of Oklahoma City, and a sister, Kay, of San Francisco."
34886,"Aileen Ward, Author of Award-Winning Keats Biography, Dies at 97","Professor Ward spent nine years researching ""John Keats: The Making of a Poet,"" which won the National Book Award in 1964.","Professor Ward spent nine years researching ""John Keats: The Making of a Poet,"" which won the National Book Award in 1964. Aileen Ward, a scholar whose sympathetic, insightful biography of the Romantic poet John Keats won a National Book Award in 1964, died on May 31 in her home in Santa Monica, Calif. She was 97. The death was confirmed by her nephew Alex Ward. Professor Ward spent nine years researching ""John Keats: The Making of a Poet,"" the first major account of his life since the publication of Amy Lowell's two-volume ""Keats"" in 1925. Her aim was twofold: to critically analyze Keats's poetry and, by reading his inner life, to explain what she called his ""audacious act of self-creation."" In conferring the prize, the administrators of the National Book Award praised the biography as a ""searching and perceptive reappraisal of a major literary figure,"" calling it an ""honest, moving, and beautifully balanced work - a truly distinguished portrait."" As is happened, Professor Ward prevailed over a mighty rival, the Harvard literary historian Walter Jackson Bate, who came out with his own Keats biography a few months after Professor Ward's, to admiring reviews and, eventually, a Pulitzer Prize. It, too, was in the running for the National Book Award - seemingly a David-and-Goliath contest in terms of the authors' reputations - but the readability and psychological acumen of Professor Ward's version won the day. ""The question Bate leaves unexplained is what made the man become the poet,"" Philip C. Rule wrote in ""Seeing Into the Life of Things: Essays on Religion and Literature"" (1997), edited by John L. Mahoney. ""This is precisely the question that Aileen Ward sets out to answer."" Professor Ward was doubly honored when she won the Duff Cooper Memorial Prize in Britain for her biography. She was both the first American and the first woman to win that prize. ""As Allen Tate was the first to say, Keats is one of the real heroes of literature,"" she said when receiving the National Book Award. ""There is hardly another life we know of that speaks so eloquently of the daring, the energy and dedication that are required for great achievement as a writer."" Aileen Coursen Ward was born on April 1, 1919, in Newark and grew up in Summit, N.J. Her father, Waldron, was a lawyer; her mother was the former Aline Coursen. After earning a B.A. in English from Smith College in 1940, she enrolled in Radcliffe, where she was awarded an M.A. in 1942 and a doctoral degree in 1953, with a dissertation on poetic metaphor. Professor Ward taught at Wellesley and Barnard before joining the Vassar English department in 1954. She later taught at Sarah Lawrence, Brandeis and New York University. She retired in 1990. While at Wellesley, she struck up a friendship with Vladimir Nabokov, who was teaching Russian there. To cope with wartime gasoline rationing, the college organized car pools for commuters, and she and Nabokov shared a car that took them to their homes in Cambridge. In an interview with Brian Boyd, the author of ""Vladimir Nabokov: The American Years,"" Professor Ward recalled that she and Nabokov would pass the time by making up parodies of poems by Thomas Hardy, A. E. Housman and other poets. When Nabokov was trying to find someone to replace him when he left Cornell, shortly after the publication of ""Lolita,"" it was she who came up with a successful recommendation, the novelist Herbert Gold. Professor Ward wrote introductions to editions of William Blake and Thomas De Quincey and edited a collection of Keats's poems. She served for many years on the board of Yaddo, the writers' retreat in Saratoga Springs, N.Y. She leaves no immediate survivors. Her longtime partner, Nancy Cardozo, died in 2014. At her death, Professor Ward had been at work for a half-century on a biography of Blake. ""The commitment is like climbing up to the top of a high diving board,"" she told Booklist in 2003. ""There is only one way to get down again that you can contemplate."""
36838,"HERBERT ROSENBERG, LAWYER WHO SERVED IN CITY WATER POSTS","Herbert M. Rosenberg, a lawyer, financier and former New York City official, died Wednesday at Mount Sinai Hospital after a long illness.","Herbert M. Rosenberg, a lawyer, financier and former New York City official, died Wednesday at Mount Sinai Hospital after a long illness. He was 71 years old and lived in Manhattan. Mr. Rosenberg was a commissioner of the New York City Board of Water Supply from 1953 until 1977. During that time, he also served as the board's chairman and president, overseeing much of the construction that connected upstate waterways with the city's reservoirs. He was with the former law firm of Rosenberg & Rosenberg from 1933 until 1963. Headed Investment Company He was named vice president of the Mastan Company, an investment concern, in 1963 and became its president and chief executive officer in 1967. He retired from Mastan in 1968. In recent years, he was active in private investment and fiduciary activities. Mr. Rosenberg, a native of New York City, graduated from Columbia University and Fordham Law School, where he was the valedictorian of his class. During his career in law, he also served as a city tax commissioner and as a special United States attorney assigned to the Justice Department. He is survived by his wife, the former Edna Goldfein; a son, Peter Rosenberg of Manhattan, and a sister, Helen R. Kaufman of Manhattan. The funeral service will be private."
57400,"Roger D. Hansen, 55, Professor and Author","Roger D. Hansen, a professor of international relations at Johns Hopkins University's Nitze School of Advanced International Studies in Washington, was found dead Friday at the home of a friend in Rehoboth Beach, Del.","Roger D. Hansen, a professor of international relations at Johns Hopkins University's Nitze School of Advanced International Studies in Washington, was found dead Friday at the home of a friend in Rehoboth Beach, Del. He was 55 years old and lived in Washington. Dr. Hansen took his life by inhaling carbon monoxide from his car, the police in Rehoboth Beach said. Colleagues at Johns Hopkins, where Dr. Hansen had taught for 15 years, said he had a severe back ailment that had required major operations. Books by Dr. Hansen, a specialist in economic development and ties between the wealthy Northern Hemisphere and the poorer Southern Hemisphere, include ""The Politics of Mexican Development"" (The Johns Hopkins Press, 1971), and ""Beyond the North-South Stalemate"" (McGraw-Hill, 1979). Roger Dennis Hansen was a native of Honolulu who earned a bachelor's degree at Yale University, master's degrees at Oxford University, where he was a Rhodes scholar, and at Princeton University and a doctorate at Johns Hopkins. Survivors include a brother, Jerry, of Los Gatos, Calif."
38871,LEONARD GREBLA,"Leonard Grebla, senior director of marketing in the Western Hemisphere for the Hilton International Company, died of a heart attack Sunday.","Leonard Grebla, senior director of marketing in the Western Hemisphere for the Hilton International Company, died of a heart attack Sunday. He was 41 years old and lived in Paramus, N.J. Mr. Grebla joined Hilton International in 1979. Earlier he had been a vice president for Princess Hotels and New York district sales manager for Air Jamaica. He is survived by his wife, the former Diane De Pierro; a son, Gary, and a daugher, Michele, both of Paramus; his parents, Mr. and Mrs. Leon J. Grebla of Little Ferry, N.J.; a brother, Leon A., of New Milford, N.J.; a sister, Linda Novak of Lodi, N.J., and his paternal grandmother, Anna Zloty of Jersey City."
22835,"Myer Shark, 94, Lawyer Who Fought Utility","Myer Shark, a Minnesota consumer lawyer whose last case sought to recover $300 million of taxes that electric customers paid a utility but that federal and state governments never received, died yesterday in a suburb of Minneapolis, days after filing the final papers in the case.","Myer Shark, a Minnesota consumer lawyer whose last case sought to recover $300 million of taxes that electric customers paid a utility but that federal and state governments never received, died yesterday in a suburb of Minneapolis, days after filing the final papers in the case. He was 94. His death was announced by a daughter, Janet Frisch. He died at a hospice in St. Louis Park, Minn. The taxes Mr. Shark sought were embedded in the electric rates paid by customers of Xcel Energy's Minnesota electric utility. The government did not get the money because a sister company went bankrupt, generating a huge tax refund for Xcel. Mr. Shark's pursuit of the case inspired investigations and hearings in at least four other states. ''The law says utilities are entitled to just and reasonable returns,'' Mr. Shark said three weeks ago. ''When the utility pockets money that they got from ratepayers, money that was supposed to pay taxes, then they are earning unjust and unreasonable rates and I'm going to fight that as long as I'm alive.'' Ron Giteck, an assistant Minnesota attorney general, said that in the weeks before he died, Mr. Shark ''filed everything that needed to be filed so the case can be decided'' by the Minnesota Court of Appeals. Last week the Minnesota Public Utilities Commission awarded Mr. Shark $20,000, the maximum allowed under state law, for his pursuit of the tax case on behalf of ratepayers. In an era when lawyer fees in a case can run into the tens of millions of dollars, Mr. Shark had asked for $160 an hour plus $437 in expenses, for a total of $30,000. Xcel opposed any payment. Mr. Shark was born in Devils Lake, N.D., and graduated from the University of Minnesota Law School in 1936. In addition to his daughter Janet, of Golden Valley, Minn., he is survived by his wife of 67 years, Marjorie, of St. Louis Park, Minn.; another daughter, Miriam Shark of Baltimore; two sons, Bud, of Lyons, Colo., and Steve, of Fargo, N.D.; five grandchildren; and four great-grandchildren. While he was a fierce opponent in rate cases, Mr. Shark often answered his phone whimsically, saying ''you have reached your friendly Shark.''"
46166,"Peter Newton, Napa Vintner, Dies at 81","Peter Newton, a noted California vintner whose two wineries, Sterling Vineyards and Newton Vineyard, produced some of Napa Valley's most highly regarded wines, died Feb. 4 at his home in St. Helena, Calif.","Peter Newton, a noted California vintner whose two wineries, Sterling Vineyards and Newton Vineyard, produced some of Napa Valley's most highly regarded wines, died Feb. 4 at his home in St. Helena, Calif. He was 81. The cause was heart failure, Mr. Newton's son, Nigel, said. A successful businessman before becoming a winemaker in the 1960s, Mr. Newton was part of the first wave of vintners who helped turn Napa into a premier winemaking region. With Michael Stone, he founded Sterling Vineyards near Calistoga, Calif., in 1964. Sterling released its first vintage in 1969 and soon became known for its cabernet sauvignon and chardonnay. Mr. Newton was also known as one of the first winemakers in the region to plant merlot. (At the time, most Napa vintners regarded the merlot grape as too temperamental to be worth the trouble.) The winery was considered among the most beautiful in the world. Modeled on a Greek monastery, it was set atop a hillside and reached by an aerial tram. Its three bell towers were hung with bells from St. Dunstan-in-the-East in London, which had been destroyed in World War II. Sterling Vineyards was sold to Coca-Cola in 1977 and was later sold to Seagram. It is now owned by Diageo Chateau & Estate Wines. In 1977, Mr. Newton and his wife, Su Hua, founded Newton Vineyard in St. Helena. Its chardonnays and merlots -- most of them unfiltered, barrel aged and fermented with natural local yeasts -- were regularly praised by critics for their subtlety, finesse and depth of flavor. In 1998, President Bill Clinton and the first lady, Hillary Rodham Clinton, served a 1995 Newton chardonnay at a White House dinner honoring Prime Minister Tony Blair of Britain. Peter Leigh Newton was born in London on Aug. 27, 1926; the family moved to Sussex during the London blitz. Mr. Newton earned a law degree from Oxford and later became a journalist with The Financial Times. In 1950, he moved to San Francisco as the newspaper's West Coast correspondent. The next year, he started Sterling International, a paper trading and manufacturing concern. Mr. Newton's first wife, the former Anne St. Aubyn, whom he married in 1951, died in 1970. His second marriage, to Su Hua Lim, ended in divorce. He is survived by three children from his first marriage, Carol Boone of San Francisco; Gail Showley of St. Helena; and Nigel, of London; a brother, Kenneth, of South Fawley, Oxfordshire, England; and six grandchildren. In 2001, the luxury-goods company LVMH Moet Hennessy Louis Vuitton bought a majority share in Newton Vineyard."
15433,"Rev. Edward J. McCarthy, 84, Ex-President of 3 Colleges, Dies","The Rev. Edward James McCarthy, an Augustinian friar who was president of three colleges and was briefly held in a Cuban lockup during five decades in higher education, died on Monday at St. Thomas Monastery, a residence on the campus of Villanova University in Villanova, Pa.","The Rev. Edward James McCarthy, an Augustinian friar who was president of three colleges and was briefly held in a Cuban lockup during five decades in higher education, died on Monday at St. Thomas Monastery, a residence on the campus of Villanova University in Villanova, Pa. He was 84 and until last month resided at the Augustinian Monastery at St. Thomas University in Miami. The cause was respiratory failure, according to St. Thomas University, the Archdiocesan Catholic University of Florida, which he served as interim president in 1993-94. Father McCarthy was born in Troy, N.Y., and graduated in philosophy in 1934 from what was then Villanova College. He studied theology at Augustinian College in Washington and earned a Ph.D. in history across the street at Catholic University in 1939. He was ordained a priest in 1937. He held a number of positions at Villanova before his order posted him to Cuba in 1946 when it established the Universidad de Santo Tomas de Villanueva in Havana. He returned to Villanova two years later as dean of arts and sciences. It was back to Havana in 1957 as vice president of academic affairs until the disastrous Bay of Pigs invasion of April 1961. The Cuban Government padlocked Villanueva, and Father McCarthy was taken away at gunpoint. Along with others caught in the middle, he was held for 11 days at a makeshift detention center. He was then allowed to take refuge in the Swiss Embassy pending his expulsion from Cuba weeks later. When he arrived in Miami, the archdiocese there asked him to establish Biscayne College, and he was its president from 1961 to 1968. The college added a graduate program and law school and became St. Thomas University in 1984. Father McCarthy was president of Villanova from 1971 to 1975. At his death he was president emeritus of St. Thomas and a university trustee. He previously served as chairman of the Villanova board. He is survived by two sisters, Kathleen Warnock of Troy and Mildred Riely of Naples, Fla."
15522,"Irving P. Kartell, 86, New York State Justice","Irving P. Kartell, who as a Justice of the State Supreme Court in Brooklyn ruled in favor of women bus drivers in a 1981 discrimination case, died on Saturday at Mary Immaculate Nursing Home in Lawrence, Mass.","Irving P. Kartell, who as a Justice of the State Supreme Court in Brooklyn ruled in favor of women bus drivers in a 1981 discrimination case, died on Saturday at Mary Immaculate Nursing Home in Lawrence, Mass. He was 86 and moved to Lawrence from Brooklyn three years ago. The cause was prostate cancer, said Harvey Goldman of the Goldman Fisher Funeral Chapel in Malden, Mass. Justice Kartell, a Democrat, was elected to the Supreme Court in 1971 and retired in 1983. He sat on the Civil Court from 1967 to 1971 and the Municipal Court from 1957 to 1967. The judge's 1981 ruling came after Robert Abrams, the State Attorney General, brought a suit on behalf of the 30 women who drove buses for the Transit Authority at the time. The women drivers contended that the authority's promotion of 30 men from bus driver to dispatcher, on the basis of a seniority list, was unfair to the women, who were relatively new on the driver force. In 1981, there were about 9,000 bus drivers in the city. Most of the 30 women among them had been hired after a minimum height requirement of 5 feet 4 inches was dropped in 1976. The judge ruled that the authority must make promotions based on merit, not seniority. He ordered the authority to hold Civil Service tests for the dispatcher jobs. Irving Philip Kartell was born in Brooklyn and earned his law degree from St. John's University. He practiced law in Brooklyn and was an Assistant United States Attorney for the Eastern District of New York from 1947 to 1953. His wife of 55 years, the former Leonore Sweedler, died in 1990. The judge is survived by a son, Dr. James P., of Andover, Mass.; a daughter, Karren Jacobson Cowl of Baltimore, and a grandchild."
