id,title,firstSentence,fullBody
40977,"Wendell Phillips, Church Rector, 89","The Rev. Wendell W. Phillips, a senior priest in the Episcopal Diocese of New York and rector emeritus of Christ's Church in Rye, N.Y., died on Friday at his home in Clinton, N.Y.","The Rev. Wendell W. Phillips, a senior priest in the Episcopal Diocese of New York and rector emeritus of Christ's Church in Rye, N.Y., died on Friday at his home in Clinton, N.Y. He was 89. Father Phillips was the rector of Christ's Church from 1939 until his retirement in 1977. He was named an honorary canon of the Cathedral Church of St. John the Divine in 1974. Born in Reading, Pa., he was captain of both the basketball and football teams at Wesleyan University, from which he graduated in 1926. After teaching at the American University in Cairo, he graduated from Union Theological Seminary in 1932. He was ordained a deacon that year and a priest in 1933. In the 1930's, he was assistant chaplain at Columbia University and the rector of Trinity Church in New Rochelle. Wesleyan awarded him an honorary Doctor of Divinity degree in 1948. Father Phillips is survived by two sons, Morgan W., of Canajoharie, N.Y., and the Rev. Wendell R., of Charlotte, N.C.; a daughter, Andree Conklin of Hartwick, N.Y., and two grandsons. His wife of 46 years, Marguerite Ronzevalle Phillips, died in 1977."
4880,"Joel Harnett, 80, Leader of Watchdog Group","Joel W. Harnett, a businessman and civic watchdog who finished last in the Democratic primary for mayor of New York City in 1977, but fueled debate by helping to force the release of a federal investigative report on questionable financial manipulations by city leaders, died on Aug. 11 at his home in Phoenix.","Joel W. Harnett, a businessman and civic watchdog who finished last in the Democratic primary for mayor of New York City in 1977, but fueled debate by helping to force the release of a federal investigative report on questionable financial manipulations by city leaders, died on Aug. 11 at his home in Phoenix. He was 80. The cause was prostate cancer, said his wife, Lila. Mr. Harnett, who resigned as chairman of the City Club of New York, a government watchdog group, to run for office, sued the Securities and Exchange Commission to release a report that the commission contended was not yet finished. After a Manhattan federal judge began looking into the evidence, the commission released the report. It essentially said that Mayor Abraham D. Beame had deceived the public about the city's perilous financial condition while it was selling a record number of securities to unsuspecting investors. The document drew a storm of caustic comment from Mayor Beame's six challengers. The primary campaign ended with Edward I. Koch, then a congressman, winning the Democratic mayoral nomination; Mario M. Cuomo, then lieutenant governor, finishing second, and Mr. Beame third. Mr. Harnett was last in the seven-person race. Mr. Harnett focused on economic issues in his campaign, emphasizing a need to cut taxes to remain competitive with other cities and states. A marketing executive at Look magazine himself, he argued that the city needed to sell itself better. Joel William Harnett was born in Brooklyn and grew up in the Seagate community on Coney Island. He graduated in 1945 from the University of Richmond, in Virginia, majoring in history and earning Phi Beta Kappa honors. He worked for Look for 20 years. As vice president for marketing and sales promotion, he came up with ways of focusing advertising on more affluent areas so makers of luxury goods could reach the rarefied audience they wanted, rather than all of Look's 8 million readers. Mr. Harnett then started his own company, Media Horizons Inc., which owned radio stations and specialized in publishing magazines directed to readers who market and advertise disparate products. They included Home Video, Law Enforcement Communications and Biomedical Communications. While in business, he also addressed civic issues, first as a member of the City Club, then as its chairman. One of his consistent themes was the need for economic efficiency in city government. He also fought against plans for Westway, a superhighway planned along the Hudson River in Manhattan, and the Second Avenue Subway, arguing that both were unnecessary. He joined Jacqueline Onassis and others to fight for landmark status for Grand Central Terminal and criticized the power of municipal labor unions. In 1979, Mr. Harnett and his wife moved to Phoenix, where he became involved in the Valley Citizens League, a nonpartisan civic group. He and his wife started Phoenix Home and Garden, an upscale magazine that featured tips on growing plants in a desert climate. The couple collected art and made large donations to museums. They gave money for galleries at the Phoenix Art Museum and at the Heard Museum in Phoenix. The University of Richmond named its art museum for them. Mr. Harnett wrote and published several of his own books, including the forthcoming ''The Devil's Own Politics: The Explosive Political Rise and Fall of the Evangelical Movement.'' He was a retired major in the Army Reserve. In addition to his wife, he is survived by his brother, Bertram."
6467,"ADELE ASTAIRE, DANCER-COMEDIAN, DIES","Adele Marie Astaire, the pixieish dancer who captivated audiences in New York and London in many musical comedies of the 1920's with her brother and dance partner, Fred, died yesterday in Phoenix at the age of 83.","Adele Marie Astaire, the pixieish dancer who captivated audiences in New York and London in many musical comedies of the 1920's with her brother and dance partner, Fred, died yesterday in Phoenix at the age of 83. Members of the family said she had suffered a stroke on Jan. 6 and never recovered consciousness. Miss Astaire had been beset by illness in recent years, according to, Kingman Douglass Jr. of Chicago, her stepson. ''But she had enormous recuperative powers,'' he said, ''and soon would be up and in Marine-type English telling what she thought of the world.'' Miss Astaire had lived in Phoenix since her second husband, Kingman Douglass, died in 1971. She had spent summers until two years ago in Ireland, at the castle she shared with her first husband, the late Lord Charles Cavendish. Appeared in 'Funny Face' The diminutive, dark-haired comedian starred in 11 musicals with her brother, who is two years her junior. Among the more memorable were ''Funny Face,'' ''Lady, Be Good,'' ''The Band Wagon,'' ''For Goodness' Sake'' - retitled ''Stop Flirting'' in London - and ''Apple Blossoms.'' Miss Astaire left show business in 1932 to become the wife of Lord Cavendish, the second son of the ninth Duke of Devonshire. Their romance was something of an international sensation, as she kept putting off accepting Lord Charles's proposal until she had one final hit show. At the time of their engagement she was performing in Florenz Ziegfeld's ''Smiles,'' which received less than happy reviews when it opened in 1930. Although ''Smiles'' was a dud, reviewers, such as Brooks Atkinson of The New York Times, singled out the Astaires for praise: ''Strictly speaking, the Astaires are dancers. But they have more than one string to their fiddle. With them, dancing is comedy of manners, very much in the current mode. Free of show-shop trickery, they plunge with spirit into the midst of the frolic. Once to the tune of 'If I Were You, Love,' with a squealing German band accompaniment, they give dancing all the mocking grace of improvisation with droll dance inflections and with comic changes of pace. Adele Astaire is also an impish comedian; she can give sad lines a gleam of infectious good-nature. Slender, agile and quickwitted, the Astaires are ideal for the American song-and-dance stage.'' Left Stage and Her Brother After ''The Band Wagon,'' at the pinnacle of her career, she left the stage and her brother for Lismore Castle in County Waterford, Ireland, from which producers tried repeatedly to lure her. Mr. Astaire went on to greater fame on the screen with Ginger Rogers. Fred said of his sister on her retirement, ''She was a great artist and inimitable, and the grandest sister anybody could have.'' He had followed her into dancing. When he was 4 and she was 6, their parents sent him to her dance classes so he could keep her company, but he got interested. The marriage of Lord and Lady Charles, though happy, was marked by tragedy. A daughter was born in 1933, and died the same day. Two years later, twin sons, who were born prematurely, died within hours of their births. She was to have no more children. Some time later, Lord Charles fell ill from a liver ailment that made him an invalid. During World War II, at the urging of her husband, Miss Astaire worked at a famous Red Cross canteen in London, the Rainbow Corner, helping out at the information desk, dancing with G.I.'s and shopping and writing letters for them. To the letters she signed herself, ''Adele Astaire (Fred's sister).'' Married for Second Time On March 23, 1944, Lord Charles died. Three years later, on April 28, 1947, Miss Astaire was married to Mr. Douglass, whom she had met at the Rainbow Corner. It was his second marriage. In 1950, he became assistant director of the Central Intelligence Agency, a post he held for two years before resuming his career in finance. He became a partner in Dillon Read & Company, retiring before his death in New York in 1971. Adele Marie Austerlitz was born in Omaha, Neb., on Sept. 10, 1898, to Fredrick Austerlitz, a brewer from Vienna, and the former Ann Geilus, a native of Omaha. In 1904, the family moved to New York, where Adele and Fred, the only children, were enrolled in the Alviene School of Dance. Until then, they had been tutored by their mother. The Astaires appeared in their first vaudeville show in New York in 1912, and had their first triumph on Broadway in 1917, with ''Over the Top'' at the Winter Garden. Besides her brother and stepson, Miss Astaire is survived by two other stepsons, Howard James Douglass of Chicago and William Angus Douglass of London. Private services will be held in Phoenix and Beverly Hills, Calif."
39414,"Elaine Lustig Cohen, Modernist Designer, Dies at 89","Elaine Lustig Cohen, whose prolific graphic design career began -- almost accidentally -- with signage for the celebrated Seagram Building in Manhattan, died on Tuesday at her home in Manhattan.","Elaine Lustig Cohen, whose prolific graphic design career began -- almost accidentally -- with signage for the celebrated Seagram Building in Manhattan, died on Tuesday at her home in Manhattan. She was 89. Her death was confirmed by her daughter and only immediate survivor, the graphic artist Tamar Cohen. A photography column in The New York Times in 1997, on the occasion of an exhibition of her photocollages at a SoHo gallery, summed up Ms. Cohen as having ''the soul of a Bauhaus devotee'' and ''the eye of a Constructivist.'' Steven Heller, her co-author on ''Born Modern,'' a biography of her first husband, the design pioneer Alvin Lustig, described her as ''the quintessential Modernist,'' happy to talk about the past but ''always in the present.'' Ms. Cohen's graphic design career really began just after her first husband, 12 years her senior, died of complications of diabetes in 1955, at 40. She liked to describe her job with him in New York as ''office slave,'' preparing mechanicals and making type specifications. But others may have seen her as his partner. Shortly after Mr. Lustig died, the star architect Philip Johnson called his widow to ask when the first stage of the Seagram's signage project, assigned to Mr. Lustig, would be ready. ''I had never designed anything on my own in my life, but I did every piece,'' she told ArtForum 60 years later. ''The 375 address outside, the Brasserie sign, fire hose connections, switches, even things that wouldn't be seen.'' The building opened in 1958 and was immediately hailed as a minimalist architectural masterpiece. Her clients in the years ahead included the Jewish Museum, General Motors, the Museum of Primitive Art, the Federal Aviation Administration, Rio de Janeiro's Museum of Modern Art and the 1964 World's Fair. She designed museum catalogs and furniture. As a book-cover designer, she followed in Mr. Lustig's precisionist footsteps but eventually established her own, more free-form style. ''I tried to reflect the spirit of the books,'' she said in a video made by AIGA, the graphic arts organization, when she was awarded its medal in 2012. Her jacket for ''Yvor Winters On Modern Poets'' looked as if plastic letters had been placed on a tabletop, then jostled by a passing child. A book about St. Augustine featured his name twice, as the arms of a cross. The jacket for Tennessee Williams's short-story collection ''Hard Candy'' showed extreme close-ups of cellophane-wrapped sweets, seeming to fall through the air. She then turned to making art. Writing in The Times about a 57th Street gallery show of hers in 1976, the critic John Russell praised the subtlety of the colors in her paintings. In 1979, she was the first woman to have a solo show at the trendy Mary Boone Gallery downtown. Last year, 10 of her paintings were shown at the underground gallery of Philip Johnson's Glass House in New Canaan, Conn., leading a reviewer for Art in America to comment on their blend of art and design: ''They hold the room but do not resolve it as design would. They upend space and continue to intrigue.'' But her earlier work also ended up in museums. A Cooper Hewitt, Smithsonian Design Museum exhibition in 1995 displayed more than 80 of her book covers and institutional graphics. She loved combining type and images and had an affection for 20th-century avant-garde typography. When she was 80, she was creating alphabets in the computer graphics app Adobe Illustrator. Elaine Firstenberg was born on March 6, 1927, in Jersey City, the daughter of Herman Firstenberg, a plumber, and the former Elizabeth Loeb. She was given art lessons but traced her passion for art and design to the day, when she was 15, that she walked into Peggy Guggenheim's Art of This Century gallery, which had opened on 57th Street that year. Ms. Firstenberg studied art at Sophie Newcomb College, part of Tulane University, in New Orleans. After two years, believing her only art-career option as a woman was teaching, she transferred to the University of Southern California to major in art education. She received a bachelor's degree in 1948. She signed on as a summer intern at the new Modern Institute of Art in Los Angeles and, at the opening, met Mr. Lustig. They were married the same year. The new bride taught junior high school but quit after one year. It was ''an awful experience,'' she told the online magazine Bomb in 2013. ''I was too young to be teaching 14-years-olds.'' It seemed natural to go to work in her husband's office. (Her mother had done the same, acting as bookkeeper for her husband's plumbing business.) No one seemed surprised that Mr. Lustig did not plan to teach his young wife graphic design, using her instead as ''an all-purpose secretary, production assistant and draftsperson,'' as a 1995 article in Eye magazine said. She herself summed up the situation philosophically, as quoted by Mr. Heller: ''It was, after all, a different time.'' The newlyweds worked briefly in Los Angeles, then moved to New York when Mr. Lustig was invited to create a design program at Yale. They were still in New York when he died, seven years after they were married. Arthur A. Cohen, an author and the founder of Noonday Press and Meridian Books, was a client and close friend of the Lustigs. After Alvin Lustig's death, Ms. Lustig and Mr. Cohen continued to work together; they were married in 1956 and had a daughter. In 1973 the couple founded Ex Libris, which sold antiquarian books and periodicals on the ground floor of their East 70th Street townhouse. But her new career had taken hold; when Mr. Cohen died in 1986, his obituary identified her as ''the painter Elaine Lustig Cohen.'' In the end, though, she told a writer for Artforum last year, her design and art sensibility, her sense of abstraction, ''came from architecture.'' ''When I was doing graphic design in the postwar period, architecture was going to save the world,'' she recalled. ''We were all going to be good in life because of the space we lived it in.''"
59951,"Marion Bell, Star of 'Brigadoon,' Dies at 78","Marion Bell, who created the leading role of Fiona MacLaren in the original Broadway production of the Alan Jay Lerner-Frederick Loewe musical ""Brigadoon"" in 1947 and then married Mr. Lerner, died on Dec. 14 at the Brotman Medical Center in Culver City, Calif. She was 78 and lived in Culver City.","Marion Bell, who created the leading role of Fiona MacLaren in the original Broadway production of the Alan Jay Lerner-Frederick Loewe musical ""Brigadoon"" in 1947 and then married Mr. Lerner, died on Dec. 14 at the Brotman Medical Center in Culver City, Calif. She was 78 and lived in Culver City. As the innocent young woman in the mysterious Scottish town that comes back to life one day in every 100 years, Ms. Bell captivated critics as well as theatergoers. In his review in The New York Times, Brooks Atkinson was so taken with the show as ""a singing pattern of enchantment"" that he hesitated to write about individual performers. He did say, however, that ""Almost Like Being in Love"" was ""sung rapturously"" by David Brooks and Ms. Bell. The musical historian Miles Kreuger, who saw the show in its premiere engagement and later became a friend of Ms. Bell's, said this week that as Fiona ""she had the most wondrous, doe-like, ethereal quality."" For her role in ""Brigadoon,"" she won many awards, including the Donaldson Award for best debut performance by an actress in a musical. Subsequently she made record albums for RCA Victor, including the original cast album of ""Brigadoon."" It was to be her only New York musical. She was born in St. Louis. By the age of 8, she was singing on radio. After the family moved to California, the director Robert Z. Leonard heard her singing at a party and was instrumental in having her signed by Metro Goldwyn Mayer. She appeared with the Marx Brothers in ""A Night at the Opera."" She studied voice both in Rome and in California and later sang a duet with the Metropolitan Opera tenor James Melton in the movie, ""Ziegfeld Follies."" Mr. Lerner and Mr. Loewe apparently wanted her to play a role in their musical, ""The Day Before Spring,"" but MGM held her to her contract. Several years later, she auditioned for ""Brigadoon,"" and acted in the show for a year. She married Mr. Lerner in 1947 and they were divorced two years later. Ms. Bell was the second of his eight wives. In 1948, she was in the world premiere of Kurt Weill and Arnold Sundgaard's folk opera, ""Down in the Valley,"" at Indiana University and repeated her role on television. Later she sang at the St. Louis Municipal Opera, the Los Angeles Civic Light Opera and the Sacramento Music Circus. In recent years she taught voice in Culver City. She is survived by a son, Tom Charlesworth of Portland, Ore., and two sisters, Evelyn Lewis of Hawaii and Veronica McKinley of New Castle, Pa."
5293,"Fanny Kemble Wister, Author, 90","Frances Kemble Wister Stokes, an author who also edited the journals of her father, the writer Owen Wister, died on Monday at Bryn Mawr Hospital.","BRYN MAWR, Pa., May 1 Frances Kemble Wister Stokes, an author who also edited the journals of her father, the writer Owen Wister, died on Monday at Bryn Mawr Hospital. She was 90 years old and had homes in St. Davids, Pa., and Saunderstown, R.I. She died of kidney failure, her family said. Mrs. Stokes, who wrote under the name Fanny Kemble Wister, compiled a critically acclaimed collection of her father's journals and letters, ""Owen Wister Out West."" Wister was best known for his novel ""The Virginian."" She also edited ""Fanny, the American Kemble,"" from the journals of her great-grandmother, Fanny Kemble, the Shakespearean actress and abolitionist. Mrs. Stokes was the author of ""That I May Tell You,"" a history of her family. She is survived by a son, John W. Stokes of Southport, Conn.; a brother, William R. Wister of Oldwick, N.J., and five grandchildren."
49049,"Emory Bellard, Creator of Wishbone Offense, Dies at 83","Emory Bellard, the coach who was credited with introducing the wishbone formation to college football, providing the framework for many of the great running teams of the 1970s, died Thursday in Georgetown, Tex.","Emory Bellard, the coach who was credited with introducing the wishbone formation to college football, providing the framework for many of the great running teams of the 1970s, died Thursday in Georgetown, Tex. He was 83. His wife, Susan, said the cause was amyotrophic lateral sclerosis, better known as Lou Gehrig's disease. Bellard (pronounced bell-ARD) spent 14 seasons as a head coach, first at Texas A&M and then at Mississippi State, but his signature contribution to football came in 1968 as an assistant at the University of Texas. The Texas team had suffered through three subpar seasons, and the coach, Darrell Royal, seeking a change, asked Bellard to devise an offensive backfield scheme that would include a lead blocker and maximize the effectiveness of the team's three strong running backs. Bellard came up with a variant of a two-back formation called the veer: the quarterback and the three runners lined up in the shape of a Y, or a wishbone, the fullback right behind the quarterback and two tailbacks split behind them. From this formation, the quarterback had three options: he could hand the ball to the fullback charging up the middle, or he could fake to the fullback and sprint out to one side or the other, then turn upfield with the ball himself or, if the defense closed in on him, pitch the ball wide to a tailback. The other tailback would cut inside as a blocker. The various options gave the offense the potential advantage of faking out would-be tacklers without having to block them, and it could help smaller, faster teams overcome bigger, stronger opponents. Texas tied its first game using the wishbone and lost its second, but it then won 30 games in a row, capturing the national championship in 1969 and sharing it with Nebraska in 1970. Soon, other teams, including powerhouses like Alabama and Oklahoma, began using the wishbone offense, also known as the triple-option. Many colleges began to tailor their high school recruiting to find shifty, shrewd quarterbacks who could run the triple-option offense and speedy runners who could thrive in it. It was many years before defenses caught up with the wishbone. From 1969 through 1979, seven national championships were won or shared by wishbone teams. Bellard was hired away from Texas by Texas A&M, and between 1972 and 1978 he led the Aggies to two 10-win seasons and three bowl games. He then coached seven years at Mississippi State, twice finishing in the top 20 in the polls. His overall record as a head coach was 85-69. Emory Dilworth Bellard was born on Dec. 17, 1927, in Luling, Tex., east of San Antonio, where his father worked in the oilfields and was killed in an accident when Emory was 12. He was a freshman running back at Texas at the end of World War II. But after he was hurt and players returned to school from the war, he transferred to Southwest Texas State (now Texas State), where he earned a degree. He started coaching high school in 1949, and his teams won three state titles before he was hired by Royal after the 1966 season. Bellard's first wife died of cancer. In addition to his wife, Susan, whom he married in 1994, he is survived by a son, Bob, a high school coach in Bryan, Tex., and several grandchildren and great-grandchildren. Bellard may have invented the wishbone, but he didn't name it. According to Royal, it was a newspaper writer, Mickey Herskowitz, who gets credit for that. In the 2005 book ''Coach Royal: Conversations With a Texas Football Legend,'' he recalled that after a game or two, he was asked at a news conference what the new formation was called. It didn't have a name, he replied. ''I said: 'Well, they're kind of in the shape of a Y back there. Call it the Y.' I mean, I didn't care what they called it, you know. Mickey Herskowitz said: 'That's not very original. Why don't you call it a wishbone? It's in the shape of a wishbone.' I said: 'You got it, Mickey. It's a wishbone.'''"
20801,"CHARLES S. DRAPER, ENGINEER; GUIDED ASTRONAUTS TO MOON","Charles Stark Draper, a pioneer in advanced guidance technology for aircraft and missiles and developer of the navigation system that steered Americans to the moon and back, died Saturday at Mount Auburn Hospital in Cambridge, Mass.","Charles Stark Draper, a pioneer in advanced guidance technology for aircraft and missiles and developer of the navigation system that steered Americans to the moon and back, died Saturday at Mount Auburn Hospital in Cambridge, Mass. He was 85 years old. Described by his peers as one of the foremost engineers of our time, Dr. Draper was a longtime professor of aeronautics and astronautics at the Massachusetts Institute of Technology. He founded M.I.T.'s Instrumentation Laboratory to develop his inventions applying gyroscopic principles for World War II gunsights and for the guidance systems that made possible intercontinental ballistic missiles. Howard W. Johnson, a former chairman of the M.I.T. Corporation, said, ''His research created a whole new industry in intertial instruments and systems for airplanes, ships, submarines, missiles, satellites and space vehicles.'' 'In the Category of Genius' Inertial guidance is based on the familiar principle that keeps a child's gyroscopic top from falling: a rapidly spinning wheel will resist forces working to twist it from the plane in which it is revolving. For his guidance systems Dr. Draper used three spinning gyros, each responsive to only one direction of motion - up and down, right and left and rolling. These gyros formed a basis for a self-contained system that remembers an object's course of flight and can measure changes in that course. The system devised by Dr. Draper for the moonbound Apollo spacecraft included telescopes, a sextant and a computerized inertial guidance device that told the astronauts where they were in space, where they were headed and how fast. Such data were used to direct all the spacecraft's propulsion systems. James Killian Jr., a former M.I.T. president, described Dr. Draper as a ''great teacher as well as an engineer whose technological achievements clearly placed him in the category of genius.'' Doc Draper, as he was usually called, became a legend on the M.I.T. campus almost from the day he arrived there as a student in 1922. A stocky man with a fighter's broken nose and a scrappy temperament to match, he was the kind of student who took professors on terrifying airplane rides to prove some point of aerodynamics. As a professor himself, he was a compulsive and creative tinkerer. Gunsight for the Navy He was born Oct. 2, 1901, in the small town of Windsor, Mo. After two years at the University of Missouri, he transferred to Stanford University and earned a bachelor's degree in psychology in 1922, intending to become a physician. But on a trip East he visited the M.I.T. campus in Cambridge, became fascinated with work in aeronautical engineering and decided to enroll. He learned to fly an open-cockpit biplane, earned another bachelor's degree and then a doctorate in physics in 1938. The following year, Dr. Draper became a full professor at M.I.T. and founded the Instrumentation Laboratory. The group's first major achievement was the Mark 14 gyroscopic gunsight for the Navy, which made it possible for antiaircraft guns to take deadly accurate aim on attacking aircraft even while a ship was rolling and tossing. Out of this research came the guidance systems for jet fighter planes and the Polaris, Poseidon and Trident submarines and missiles as well as key components for the Atlas and Titan rockets. Dr. Draper's laboratory was chosen in 1961 to develop the Apollo guidance and navigation system. As Dr. Draper recalled in an interview several months before the first moon landing in 1969, James E. Webb, the space agency administrator, told him: '' 'Stark, this is going to be a hell of a job. Can it be done?' I said yes. We used to give lunar navigation problems as thesis work for our students, and I knew it could be done. 'It'll be ready before you need it,' I told Webb - and, I might add, it is.'' Caught in Campus Protests A few months after the moon landing, Dr. Draper was forced to step down as director of the Instrumentation Laboratory. He was caught in the middle of widespread protests against military work being done on university campuses. He insisted that any organization has an obligation to society to provide ''services which fall within its special competence,'' adding: ''That includes defense work. If defense is neglected, all is lost.'' In 1973, the laboratory became independent of M.I.T. and was renamed the Charles Stark Draper Laboratory. Dr. Draper was awarded the National Medal of Science in 1965. He was an honorary fellow of the American Institute of Aeronautics and Astronautics. He was also inducted into the National Inventors Hall of Fame and the International Space Hall of Fame. Survivors include his wife, the former Ivy Hurd Willard; three sons, James and Michael of Newton, Mass., and John of Hampton Falls, N.H.; a daughter, Martha Draper Ditmeyer of Fairway, Kan., and six grandchildren. Funeral services will be private."
58094,"Jay Barney, Actor, Dies at 72; Appeared Often on Broadway","Jay Barney, an actor who performed in more than 20 Broadway shows, including ''Eugenia'' and ''The Immoralist,'' died of cancer on May 19 at Lehigh Valley Hospital Center in Allentown, Pa.","Jay Barney, an actor who performed in more than 20 Broadway shows, including ''Eugenia'' and ''The Immoralist,'' died of cancer on May 19 at Lehigh Valley Hospital Center in Allentown, Pa. He was 72 years old and lived in New York City and in Columbus, N.J. Mr. Barney had written a column titled ''Theatre News'' in the publication Backstage for the last 12 years. He had been active in Actor's Equity since 1973. Besides starring opposite Tallulah Bankhead as Robert Acton in ''Eugenia,'' and Geraldine Page as Louis Jourdan in ''The Immoralist,'' Mr. Barney mainly held supporting parts on Broadway. He was in eight movies, including ''711 Ocean Drive'' and the ''Return of Jesse James.'' He also listed more than 20 television shows, including ''Studio One,'' ''You Are There,'' ''Police Story'' and ''T-Men,'' in his credits. Mr. Barney served in the Army during World War II, rising to the rank of lieutenant colonel. While in the Army, he produced and directed 112 documentary films on such subjects as radar, the atom bomb and new medical and surgical techniques. Mr. Barney, whose real name was John B. Kleinschmidt, was born in Chicago. He has no known survivors."
50547,"Don Walker, 81, an Orchestrator Of Broadway Musical Comedies","Don Walker, a musician who did the orchestration for dozens of Broadway shows, died yesterday at Mercer Medical Center in Trenton after a long illness.","Don Walker, a musician who did the orchestration for dozens of Broadway shows, died yesterday at Mercer Medical Center in Trenton after a long illness. He was 81 years old and lived in New Hope, Pa. Among the more than 90 shows that made the transition from the composer's melodies to full-blown orchestral instrumentation under Mr. Walker's ministrations were ''Fiddler on the Roof,'' ''Call Me Madam,'' ''Damn Yankees,'' ''Shenandoah,'' ''Silk Stockings,'' ''What Makes Sammy Run,'' ''By Jupiter,'' ''Finian's Rainbow,'' ''Gentlemen Prefer Blondes,'' ''Most Happy Fella,'' and ''The Music Man.'' Mr. Walker was regarded as a versatile arranger who studied Greek instruments to attain the proper atmosphere for ''Zorba'' and who could also find exactly the right Viennese ambience for ''She Loves Me.'' In a review of ''Greenwillow,'' a 1960 musical with a score by Frank Loesser, Brooks Atkinson of The New York Times wrote, ''Note that the overture, orchestrated by Don Walker, does not blast you out of your seat with a crash of sound; it invites you to enjoy a humorous fairy story. In every respect, including the singing, the music is characterized by taste.'' Earned Nonstop Royalties According to his agent, Brett Adams, Mr. Walker was one of the first arrangers who earned a continuous royalty from the shows he worked on. In addition to his theater work, Mr. Walker was a leading arranger for the popular band Fred Waring's Pennsylvanians, and at one time served as conductor for the television show ''Your Hit Parade.'' He was also a composer and lyricist in his own right. In 1945 he adapted Gilbert and Sullivan's ''H.M.S. Pinafore'' into a musical called ''Memphis Bound,'' which starred Bill Robinson and an all-black cast. Mr. Walker was born in Lambertville, N.J. He attended the Wharton School at the University of Pennsylvania and began his professional musical career by orchestrating operettas. He is survived by his wife, Audrey; a daughter, Anne Liebgold, and a son, David, all of New Hope."
