id,title,firstSentence,fullBody
57084,"Heinrich P. Suhr, Minister, 82","The Rev. Dr. Heinrich P. Suhr, former pastor of the German Evangelical Lutheran Church of St. Paul in Manhattan, died on Monday at the Jersey Shore Medical Center in Neptune, N.J.","The Rev. Dr. Heinrich P. Suhr, former pastor of the German Evangelical Lutheran Church of St. Paul in Manhattan, died on Monday at the Jersey Shore Medical Center in Neptune, N.J. He was 82 years old and lived in Spring Lake, N.J. He died of complications after surgery, said his son J. Nicholas Suhr of Holmdel, N.J. Dr. Suhr was born in Germany and came to the United States in 1931. He became pastor of St. Paul's on West 22d Street in 1940. He had graduated from Wagner Memorial Lutheran College on Staten Island, and in 1951 he received a doctorate from Christian Albrecht University in Germany. His wife, Anna, died in 1975. Besides his son, he is survived by another son, Paul H., of Wilton, Conn.; two sisters, Else Piehler of Elmwood Park, N.J., and Anna Koopmann of Maywood, N.J., and four grandchildren."
36309,"Katherine Hynes de Groot, 88, English Theater and TV Actress","Katherine Hynes de Groot, an English-born theater and television actress, died on Saturday at the Englewood Hospital in Englewood, N.J. Ms. de Groot, who was 88, had been a resident of the Actors Fund Retirement Home in Englewood for the last six months.","Katherine Hynes de Groot, an English-born theater and television actress, died on Saturday at the Englewood Hospital in Englewood, N.J. Ms. de Groot, who was 88, had been a resident of the Actors Fund Retirement Home in Englewood for the last six months. The cause of death was complications from a stroke, said her daughter, Fiona Rhodes of Laguna Beach, Calif. Ms. de Groot was born in a suburb of London and studied acting at the Royal Academy of Dramatic Art in London and appeared in British productions beside John Gielgud, Ralph Richardson and Tyrone Guthrie. Her first performance in the United States was in ""Lovers and Friends,"" with Katherine Cornell and Raymond Massey. Later, she appeared on Broadway in Bernard Shaw's ""Apple Cart,"" with Maurice Evans; Sean O'Casey's ""Red Roses for Me,"" with Kevin McCarthy, and ""Point of No Return,"" with Henry Fonda. She also appeared on television in several dramas by Paddy Chayefsky, including ""The Mother"" and ""The Catered Affair."" After being selected by Moss Hart for the role of Mrs. Pearce, the housekeeper, in ""My Fair Lady,"" she toured with the National Company in the United States and the Soviet Union from 1956 to 1962. In 1970, Ms. de Groot retired from acting to assist her husband, the food and wine expert Roy Andries de Groot, who died in 1983. The couple lived for many years in the Bleecker Gardens in Greenwich Village. Their first daughter, Christina, died of a heart ailment at the age of 26."
9193,LYNN FONTANNE IS DEAD AT 95; A STAR WITH LUNT FOR 37 YEARS,"Lynn Fontanne, who with Alfred Lunt created one of the greatest husband-and-wife acting teams of the theater, died of pneumonia today.","GENESEE DEPOT, Wis., July 30 Lynn Fontanne, who with Alfred Lunt created one of the greatest husband-and-wife acting teams of the theater, died of pneumonia today. She was 95 years old. Miss Fontanne was found dead by a maid at Ten Chimneys, the retreat she had shared with Mr. Lunt. Excellence in High Comedy In 1929 Ring Lardner published a ballad that contained this couplet: You want to pack 'em in out front? Hire Lynn Fontanne and Alfred Lunt. Lardner's prescription for Broadway success was unfailingly effective for 37 years, from 1923 to 1960. The couple held audiences spellbound with their theatrical magic, packing houses wherever they appeared, in New York, London, on the road in the United States. Alfred Lunt died Aug. 3, 1977, at the age of 84. They worked together in 27 productions. They made the fledgling Theater Guild of the 1920's a great commercial success by appearing in its early subscription plays. Miss Fontanne, slim, willowy, with a throaty contralto, excelled with Lunt at high comedy, the kind of saucy wit characteristic of Noel Coward or S.N. Behrman. It was the result of constant practice. ''Miss Fontanne and I rehearse all the time,'' Mr. Lunt once remarked. ''Even after we leave the theater, we rehearse. We sleep in the same bed. We have a script on our hands when we go to bed. You can't come and tell us to stop rehearsing after eight hours.'' The Lunts were able to speak through each other's lines on the stage, yet were always heard separately. Their dialogues, therefore, were like Gilbert and Sullivan patter songs, but in their version there was no nonsense. In their dovetailing of dialogue, they seemed to be carrying on a realistic conversation, letting their friends in the audience in on a slice of it. The Lunts indulged in a bit of love-making business in their plays. They were never bawdy, just broad. In Terence Rattigan's ''O Mistress Mine,'' there was a scene in which the couple partook of love play on a couch. At one matinee, according to a Broadway story, a woman, unsettled by the realism, got up to leave. A friend restrained her. ''It's perfectly all right,'' she whispered. ''They are married in private life, you know.'' 'A Constant Joy to Watch' Their superb rapport prompted the critic John Mason Brown to remark: ''They play together as no other actors in our theater do, with a fluency that is matchless, and an unselfish and precise sense of give and take that is a constant joy to watch.'' Mr. Lunt was a product of the American Middle West and Lynn Fontanne was the British-born daughter of an impecunious French typefounder and his Irish wife. Miss Fontanne was arch about the date of her birth and her real first name, but most students of her life agreed that she was born Lillie Louise Fontanne on Dec. 6, 1887. She denied that the proper year was 1882, apparently the birth date of an older sister. The young Miss Fontanne wanted to become an actress, and she was introduced to Ellen Terry, the British actress, in 1905. Miss Terry coached her and arranged for her debut as a chorus girl in ''Cinderella'' in December 1905. From then on Miss Fontanne got small parts, made some money as an artist's model, fell in love with a lawyer but did not marry him, but in 1914 she won a fat part in Arnold Bennett's ''Milestones.'' Her success, all the more remarkable because she was slender in an age of plumpness and relatively tall, at 5 feet 6 inches, at a time when petiteness was esteemed, made her a figure in London's theatrical world and gained her the friendship of young Noel Coward and Laurette Taylor. Miss Taylor brought Miss Fontanne to the United States, where she made her New York debut in November 1916, in ''The Harp of Life.'' There followed such roles as Bianca in ''The Taming of the Shrew'' and Mrs. Glendinning in ''Someone in the House,'' a play of which George S. Kaufman was an author. Miss Fontanne had, according to John Corbin, The New York Times's drama critic in those years, ''extraordinary powers of personality.'' Courtship Had 3-Year Run Miss Fontanne and Mr. Lunt were introduced backstage at the New Amsterdam Theater in 1919. He was said to have been standing on an iron staircase and to have stumbled and fallen on his face as he stepped forward to shake hands. After a three-year courtship, they were married May 22, 1922. Miss Fontanne had just completed a successful run as Dulcinea in ''Dulcy'' by Kaufman and Marc Connelly, and Mr. Lunt had wound up an appearance opposite Billie Burke in Booth Tarkington's ''The Intimate Strangers.'' Mr. Lunt was five years younger than his wife. The next year they appeared together for the first time in Paul Kester's ''Sweet Nell of Old Drury.'' Mr. Lunt was Charles II and Miss Fontanne was Lady Castlemaine. Their collaboration was highly regarded, but not nearly so highly as their joint efforts a year later in ''The Guardsman.'' This play, on Broadway for almost 40 weeks, gave the Theater Guild its first solid commercial success and gave the Lunts a showcase. Writing of the opening night in The New York Sun, Alexander Woollcott said: ''They have youth and great gifts and the unmistakable attitude of ascent, and those who saw them last night bowing hand in hand for the first time may well have been witnessing a moment in theatrical history.'' The Biggest Hit The Lunts' biggest hit was ''O Mistress Mine,'' which opened in New York in January 1946, and ran for 451 performances. Then came three years on the road, in which the Lunts played about 400 cities and towns, coast to coast. The Lunts thrived emotionally on touring (''Every night is like opening night,'' Miss Fontanne said of onenight stands), and financially. They got a percentage of the gross. They played together in only two dramas that might be classified as serious, Robert E. Sherwood's ''There Shall Be No Night'' and Friedrich Durrenmatt's ''The Visit.'' Their other plays were written by light playwrights -Coward, Behrman, Sherwood, Terence Rattigan, Ferenc Molnar, Howard Lindsay and Russel Crouse, Maxwell Anderson, and Jean Giraudoux, author of ''Amphitryon 39.'' Praise for 1929 Performance Their ability to make thin plots work was evident early. In 1929 they appeared in ''Caprice,'' a Viennese concoction about love, and were observed by St. John Ervine, who was then a guest reviewer for The New York World. ''It has not been my luck to see Mr. Alfred Lunt or Miss Lynn Fontanne act before,'' he wrote. ''I shall esteem myself a very unfortunate fellow if I never see them again.'' A quarter of a century later, when the Lunts were playing in ''The Great Sebastians'' by Lindsay and Crouse, Brooks Atkinson, the drama critic for The New York Times, called them ''stylists of the first rank.'' In an industry notable for personal feuding, the Lunts counted few enemies. They even managed to get along well with the acerbic Woollcott. Coward was also a friend, and they starred in three of his plays. Miss Fontanne was Gilda in ''Design for Living,'' Linda Valaine in ''Point Valaine'' and Serena in ''Quadrille.'' Coward's experience with Miss Fontanne and her husband was typical of that of other playwrights and directors who came in contact with the couple's formidable collective ego. ''Direct the Lunts? My dear boy, when you do a play with the Lunts, nobody directs them,'' Coward told Maurice Zolotow, the Broadway chronicler. ''Oh, they have a delusion that they listen to a director, but they don't, y'know. 'Quadrille,' it was said, was directed by Noel Coward. Noel Coward refused this honor, I insisted the posters must read, 'Directed by the author with the grateful assistance of the Lunts.' It was the truth.'' Although Miss Fontanne was at least 37 when she played The Actress in Molnar's ''The Guardsman'' in 1924, she looked far younger. When she was 73, in ''The Visit,'' she created the illusion that she was no more than 50. Skillful use of makeup was, of course, part of the explanation for her agelessness. There were also a daily hourlong bath in hot water, a brisk half-hour walk and stretching and bending exercises. An Exercise to Battle Wrinkles To counter wrinkles around the jaw line, she said, ''I raise my neck and twist it from side to side, and the around and around. About 20 minutes, I do this in the morning. I've never had my face lifted. Never had any plastic surgery.'' At parties the Lunts gave or attended, Marc Connelly was often the star guest, and his living room act, ''Death of Cleopatra,'' always drew loud applause. The cherubic-looking playwright played the death scene to the hilt, and at the end, calling for the asp, he mimed its fatal bite and then cried out, in feigned surprise, his one-word clincher - ''Jee-ZUS!'' The Lunts enjoyed the bucolic serenity of Ten Chimneys, their 120-acre farm at Genessee Depot. Always side by side, the Lunts interviewed thousands of novice actors, coached many of them free of charge and supported some financially. It was always Miss Fontanne who, on opening nights, comforted her husband and dispelled his doubts as to the success of a play, to assure him that he was a fine actor and director. Superlatives From Critics In the mid-1920's, under Theater Guild auspices, the Lunts appeared together in Shaw's ''Arms and the Man,'' ''Pygmalion'' and ''The Doctor's Dilemma.'' With a couple of exceptions in 1927-28, they never appeared apart. With a couple of exceptions, critics extolled them with superlatives. One exception was Eugene O'Neill's ''Strange Interlude,'' in which Miss Fontanne played Nina Leeds. It was among her few excursions into completely serious drama, and it was not an unqualified success. Light-hearted material was more her style - ''Idiot's Delight,'' ''Amphitryon 38,'' ''The Pirate.'' ''There Shall Be No Night,'' Mr. Sherwood's play built around the Soviet-Finnish war of 1940, was too serious to display fully Miss Fontanne's comic talents. In 1935 she received the gold medal of the American Academy of Arts and Letters, and when she and her husband appeared in ''The Pirate'' in 1943, both were rewarded with the Delia Austrian Medal by the Drama League of New York for the best performance of the season. Miss Fontanne received the degree of Doctor of Letters from Russell Sage College in 1950. New York University, Dartmouth and Yale each conferred on the Lunts degrees of Doctor of Humane Letters. In 1964, also, the Lunts were honored by The Players, the New York theatrical organization founded by Edwin Booth. Sir Ralph Richardson said, on the scene: ''In this country we often hear about the superiority of English stars. We have some very good performers, but America has something greater - America has the Lunts.'' A Medal at the White House The same year, they received the United States Freedom Medal in ceremonies at the White House. After their appearance in New York in ''I Know My Love'' in 1950, the Lunts did not appear on the local stage for four years. They toured in the play and revisited London for a 14-month engagement in ''Quadrille,'' which Coward wrote for them. In 1954 they returned to New York in ''Quadrille'' and the critics again confirmed their standing as the royal players of the theater. After touring in 1956 and 1957 in ''The Great Sebastians,'' the Lunts appeared in ''The Visit''in London. They brought that play to New York in 1958 to open the Lunt-Fontanne Theater at 205 West 46th Street, and went on tour the following year. Miss Fontanne appeared in three movies, ''Second Youth,'' ''The Guardsman'' and ''Stage Door Canteen.'' She was seen on television toward the close of her career. One of her last TV roles was the Dowager Empress in ''Anastasia,'' an adaptation of a French play by Marcel Maurette. Previously, in 1965, she and her husband had received Emmy Awards for their portrayals of Justice and Mrs. Oliver Wendell Holmes in Emmet Lavery's ''The Magnificent Yankee.''"
16429,"Dr. Robert Beekman, A Heart Specialist, 76","Dr. Robert Struthers Beekman, an internist and heart specialist, died on Friday at Greenwich Woods Health Care Center in Greenwich, Conn.","Dr. Robert Struthers Beekman, an internist and heart specialist, died on Friday at Greenwich Woods Health Care Center in Greenwich, Conn. He was 76 and lived in Manhattan and Southport, Conn. The cause of death was heart failure, his family said. Dr. Beekman was a retired senior attending physician at St. Luke's-Roosevelt Hospital Center in Manhattan. Until he retired in 1981, he kept a private practice in addition to his hospital duties. As president of the medical board of St. Luke's Hospital, he played a central role in its 1979 merger with Roosevelt Hospital. He was born in New York City and graduated from Harvard College and the College of Physicians and Surgeons at Columbia University. He was a direct descendant of William Beekman, who reached Manhattan in the mid-1600's with the Dutch West India Company. Dr. Beekman was active in civic and charitable causes and over the years served on the boards of many medical, community-service, cultural and educational organizations and foundations. He was a past secretary and vice president of the New York Historical Society and board president of Greer School in Milbrook, N.Y. He is survived by his son, William B., of Manhattan; two daughters, Isabelle and Mary, and six grandchildren."
32859,"Don Hume -- Rower, 86","Don Hume, who won a gold medal in rowing at the 1936 Berlin Olympics, died on Sunday.","MONROE, Wash., Sept. 19 Don Hume, who won a gold medal in rowing at the 1936 Berlin Olympics, died on Sunday. He was 86. Hume, a charter member of the University of Washington's Husky Hall of Fame, suffered complications from a heart attack and a stroke, said Bob Moch, a close friend and coxswain on the 1936 crew. Hume set the pace as stroke oar for the eight-man Washington crew that won the Intercollegiate Rowing Association title and the United States Olympic Trials before beating Italy at the Berlin Olympics. A former president of the West Coast Mining Association, he worked in the oil and gas drilling industry. Hume is survived by his brother, Dale Hume, of Olympia, Wash."
10861,"Francisco Fernandez-Ordonez, Former Spanish Official, 62, Dies","Francisco Fernandez-Ordonez, who helped remold Spain's image in the post-Franco era and served as Foreign Minister from 1985 until June, died today at his home in Madrid.","MADRID, Aug. 7 Francisco Fernandez-Ordonez, who helped remold Spain's image in the post-Franco era and served as Foreign Minister from 1985 until June, died today at his home in Madrid. He was 62 years old. He died of cancer of the colon and liver, according to his doctor, Carlos Sanz. His body lay in state this afternoon at the Foreign Ministry in Madrid. Mr. Fernandez-Ordonez, who used the nickname Paco, helped reorient Spain's business and political goals during the transition to democracy after the death of the dictator Franco in 1975. He oversaw Spain's integration into the European Community and NATO in the mid-1980's. Born on June 22, 1930, in Madrid, Mr. Fernandez-Ordonez studied at Harvard in the United States and earned a law degree at the University of Madrid. He began his career as a tax inspector and moved to the Finance Ministry in 1969. He held civil service posts in the Franco dictatorship, heading the Government-run National Institute of Industry, but soon joined the growing democratic opposition to Franco's rule and took part in talks aimed at restoring democracy after Franco'sdeath. As Finance Minister from 1977 to 1979 in the centrist Government of Prime Minister Adolfo Suarez, Mr. Fernandez-Ordonez was responsible for passage of controversial income-tax reforms, introducing graduated taxation. The number of taxpayers rose from 1.5 million people in 1977 to more than 12 million over the years. In 1979 he was appointed Justice Minister in the centrist Government of Leopoldo Calvo Sotelo, where he drew bitter criticism from conservative politicians for the legalization of divorce in 1981. The divorce law was the harbinger of separation of church and state in Spain. He was named chairman of Spain's state-controlled export-financing bank, Banco Exterior, in 1983 and was appointed Foreign Minister in 1985, two years after Prime Minister Felipe Gonzalez and the Socialists came to power. Considered more pro-American than his predecessor, Fernando Moran, Mr. Fernandez-Ordonez campaigned for NATO membership, a step that Spanish voters approved in a referendum. He guided the country to membership in the European Community in 1986 and continued to campaign for greater European integration, championing the Maastricht treaty on political and economic union, which is now awaiting ratification by the 12 community nations. Attending his first meeting of European Community foreign ministers in the mid-1980's, Mr. Fernandez-Ordonez was reported to have said, ""Just call me Paco,"" a phrase that became his trademark introduction on policy missions throughout the world. Mr. Fernandez-Ordonez was widely credited in his country for having placed Spain on the map of modern international politics. He helped pave the way for restoration of diplomatic ties with Israel in 1986 and gave the Palestine Liberation Organization mission in Madrid what is described by some envoys as de facto diplomatic status. He was perhaps most proud of Spain's role as host in the first round of Middle East peace talks in Madrid last October. He said he had circled the world 150 times as a diplomat, although his illness, which he never publicly acknowledged, began to take its toll this year. After a final trip in May to Chile and Argentina, Mr. Fernandez-Ordonez canceled all appointments, citing exhaustion. Mr. Gonzalez accepted his resignation on June 22, Mr. Fernandez-Ordonez's 62d birthday. King Juan Carlos described Mr. Fernandez-Ordonez today as ""an exemplary minister"" and one of Spain's ""finest statesmen."" Mr. Fernandez-Ordonez is survived by his wife, Mari Paz Garcia Mayo."
58312,Stanford Lipsey Dies at 89; His Weeklies Won Pulitzer,"Stanford Lipsey, a publisher who persuaded Warren E. Buffett to invest in newspapers and whose chain of Nebraska weeklies won a Pulitzer Prize for exposing fund-raising excesses by Boys Town, the charity for orphaned children, died on Tuesday at his home in Rancho Mirage, Calif.","Stanford Lipsey, a publisher who persuaded Warren E. Buffett to invest in newspapers and whose chain of Nebraska weeklies won a Pulitzer Prize for exposing fund-raising excesses by Boys Town, the charity for orphaned children, died on Tuesday at his home in Rancho Mirage, Calif. He was 89. His death was confirmed by his wife, Judith. Under Mr. Lipsey, the Sun Newspapers, in the Omaha area, won the Pulitzer Prize for Local Investigative Specialized Reporting (a category since discontinued) in 1973 for disclosing that Boys Town was still soliciting contributions even though it had accrued hundreds of millions of dollars in assets and its caseload of abandoned and handicapped youngsters had shrunk. The Sun estimated that the net worth of Boys Town, which was founded in 1921 by the Rev. Edward J. Flanagan, was growing by as much as $18 million a year -- four times as much as it needed to maintain its programs. ''Boys Town, America's richest city: 700 boys with $209 million,'' the headline proclaimed in the Sun papers, owned by Mr. Buffett's Berkshire Hathaway conglomerate. The Pulitzer, rare for a weekly news organization, prompted fund-raising reforms: Boys Town hired consultants and abandoned its alarmist appeals for contributions. Mr. Lipsey left Omaha in 1980 to join The Buffalo News, a major daily newspaper in that area. Mr. Buffett, from his Omaha headquarters, had recently bought it. Three years later, Mr. Lipsey was appointed publisher and remained in that job for nearly three decades, retiring in 2012. In Buffalo he was a crusader for the city's economic revival, a preservationist and, as an early and well-rewarded investor in Berkshire Hathaway, a philanthropist. Senator Chuck Schumer of New York once called him western New York's ''guardian angel.'' Stanford Lipsey was born in Omaha (as was Mr. Buffett) on Oct. 8, 1927, to Jewish immigrants from Russia. His father, Jacob, owned a wholesale poultry and meat market. His mother was the former Molly Brick. Stanford got a camera when he was 10 and became photography editor of his high school newspaper and college yearbook. After graduating from the University of Michigan in 1948 with a bachelor's degree in economics, he served in the Air Force as the editor of a base newspaper. His first marriage, to the former Jeanne Blacker, ended in divorce. In addition to his wife, the former Judith Hojnacki, he is survived by two children, Janet and Daniel Lipsey, from his first marriage, and two grandchildren. Mr. Lipsey got his start in the publishing business when he joined an Omaha company that distributed two free weeklies. Within 15 years, he had expanded it to become the Sun Newspapers, a chain of seven paid-subscription weeklies and five that were distributed free. Mr. Lipsey was introduced to Mr. Buffett in 1969 and later sold the company to Berkshire Hathaway, which had only $50 million in assets then, compared with more than $550 billion today. The Sun weeklies were hungry for exclusives in their competition with daily newspapers, Mr. Lipsey recalled. Mr. Buffett suggested that a reporter for The West Omaha Sun go to Washington and retrieve the federal form on which charities like Boys Town are required to disclose their contributions and assets. While it was common knowledge that Boys Town had become flush, the extent of its assets was stunning. The data on the federal form ''was about the most important piece of information we could lay our hands on,'' Mr. Lipsey told Bloomberg TV in 2012. In Buffalo, as publisher of The News, Mr. Lipsey led the paper as it won its battle for survival with The Courier-Express, its rival, which stopped publication in 1982. In 1999, he appointed the first woman to hold the post of editor of The News, Margaret M. Sullivan. (She was later the public editor of The New York Times and is now the media columnist for The Washington Post.) This year, Mr. Lipsey was among a group of investors who bought the daily newspaper The Berkshire Eagle in Massachusetts. He was credited with encouraging Mr. Buffett to invest in community newspapers again in 2012. ''The best news in the newspaper industry is Berkshire's acquisition of all those newspapers,'' Donald E. Graham, the former chairman of The Washington Post Company, told The Buffalo News recently, ''and that wouldn't have happened without Stan.''"
60028,PROF. JOHN PARRY OF HARVARD; HISTORIAN OF SEA EXPLORATION,"John Horace Parry, a historian of the seas and the men who sailed them for trade and conquest, died Wednesday of a heart attack at his home in Cambridge, Mass.","John Horace Parry, a historian of the seas and the men who sailed them for trade and conquest, died Wednesday of a heart attack at his home in Cambridge, Mass. He was 68 years old. Professor Parry came to this country from his native Britain in 1965 to join the history department of Harvard University as Gardiner Professor of Oceanic History and Affairs. He was the author of 10 books chronicling the era of seaborne discoverers and traders from the 15th through 18th centuries. At the time of his death, he was preparing a book on the times of Captain Cook. He was born April 26, 1914. He spent some student years at Harvard before earning his doctorate at Cambridge University in 1938. His academic career was interrupted by five years of service in the Royal Navy in World War II, and he was awarded the Order of the British Empire. Wrote on Spanish Empire His first book, ''The Spanish Theory of Empire,'' was published while he was on naval duty in 1940. Among his more recent volumes published in this country was ''The Spanish Seaborne Empire'' in 1966, relating the exploits of Cortes, Pizarro and other conquistadors. ''The barbarous courage and the brutal splendor of the conquest are not scanted by Mr. Parry,'' Charles Poore wrote, reviewing the book in The New York Times. ''But he also gives us much more precise knowledge about what went on from day to day, what people ate, how they established wages for slavery and or peonage, and so on, than we get from the pageantry school of historians.'' Professor Parry's later books included ''The Discovery of the Sea'' (1974) and ''The Discovery of South America'' (1979). After his naval service, he became a tutor and lecturer at Cambridge and then taught at University College of the West Indies. He was a visiting professor of history at Harvard in the mid-1950's before serving for four years as principal of University College in Ibadan, Nigeria. Before his 1965 return to Harvard, Professor Parry served at University College of Swansea, Wales, and as vice chancellor of the University of Wales. He is survived by his wife, the former Joyce Carter; a son, Michael, and three daughters, Joanna, Katherine and Elizabeth."
30106,"James S. Ackerman, Author of Enduring Books on Architecture, Dies at 97",Mr. Ackerman's passion for architecture was kindled while serving in Italy with the Army. His studies of Michelangelo and Palladio are classics in the field.,"Mr. Ackerman's passion for architecture was kindled while serving in Italy with the Army. His studies of Michelangelo and Palladio are classics in the field. James S. Ackerman, a Harvard art historian whose studies of the architecture of Michelangelo and Palladio remain classics in the field, died on Dec. 31 at his home in Cambridge, Mass. He was 97. The death was confirmed by his wife, Jill Slosburg-Ackerman. Mr. Ackerman plunged into the study of architecture while serving in Italy with the Army at the end of World War II. While awaiting a transfer back to the United States, he volunteered to work for the Monuments and Fine Arts Commission in Milan. He was given the assignment of retrieving archives that had been stored for safety in Pavia, in the monastery complex known as the Certosa. A flame was kindled. His immersion in the Certosa di Pavia generated a master's thesis at the Institute of Fine Arts in New York, where he earned a doctorate in 1952. While teaching art history at the University of California, Berkeley, he was approached by the art historians Anthony Blunt and Rudolf Wittkower to write a survey of Michelangelo's architecture for a series of architectural monographs they were editing. ""The Architecture of Michelangelo,"" published in two volumes in 1961, was greeted as an indispensable work on an overlooked subject. In the first volume, a dozen essays aimed at the educated general reader discussed the artist's major building projects, which included the Laurentian Library and the Medici Chapel in Florence and the Farnese Palace and St. Peter's Basilica in Rome. In the second volume, each project was discussed with full scholarly apparatus appended. Among other insights, Professor Ackerman showed that many of the more puzzling features in the Laurentian Library were solutions to specific structural problems. He shed new light on the dome of St. Peter's by scrutinizing contemporaneous projects by Michelangelo as he altered the design from a pointed to a hemispherical dome. ""Probably no other architect reveals in his total oeuvre such a continuous strain of fertility and felicity of design, and the greatness of Mr. Ackerman's book is that he constantly makes the reader aware of this,"" the art historian David R. Coffin wrote in The Journal of the Society of Architectural Historians in 1962. The Society honored the book with its Hitchcock Award in 1961. Professor Ackerman's study of the late-Renaissance architect Andrea Palladio, published in 1966, was written at the behest of the English art historians Hugh Honour and John Fleming for Penguin's ""Architect and Society"" series. In limpid prose, Professor Ackerman summed up his subject's life and career, arguing against the neoclassical view of Palladio as a cold logician. ""Palladio was as sensual, as skilled in visual alchemy, as any Venetian painter of his time,"" he wrote. The Harvard art historian Joseph Koerner told Harvard Gazette that Professor Ackerman's books ""were all milestones in the field - books that seem as perfectly balanced as the buildings they interpreted."" He added, ""He inspired generations of undergraduates and trained many of America's leading scholars and museum professionals."" James Sloss Ackerman was born in San Francisco on Nov. 8, 1919. His father, Lloyd, was a prosperous lawyer. His mother, the former Louise Sloss, was a patron of the arts. After attending the Cate School in Carpinteria, Calif., he studied art and architecture at Yale, earning a bachelor's degree in 1941. His studies at the Institute of Fine Arts in New York were interrupted when he was drafted into the Army in 1942. He served with the Intelligence Corps, translating German command messages in Italy. On returning to the United States, he earned his master's degree at the Institute of Fine Arts in 1947. That year he married Mildred Rosenbaum, a dancer. She died in 1986. In addition to his wife and their son, Jesse, he is survived by three children from his first marriage, Anne, Tony and Sarah Ackerman; three grandchildren; and two great-grandchildren. Three years in Rome provided the material for Professor Ackerman's doctoral dissertation, on the work of the Renaissance architect Donato Bramante at the Vatican. It was published in 1954 as ""The Cortile del Belvedere."" ""I discovered material in the Uffizi drawing collection that dealt with the Court of the Belvedere in the Vatican, and the prefect of the Vatican library offered to publish my dissertation in a series on the history of the palace,"" he told College Art Association Newsin 2010. ""I was 29 and had nothing to prove that I was competent to take this on, but then everyone in the Vatican is into faith."" He joined the art department at Harvard in 1960 and remained there until retiring in 1990. In 1969 he accepted a one-year appointment as the Slade professor of fine art at Cambridge University in England. Professor Ackerman followed his study of Palladio with the pamphlet-size ""Palladio's Villas"" (1967), an expanded version of Chapter 2 of ""Palladio,"" and ""The Villa: Form & Ideology of Country Houses"" (1990), a study of country houses from Roman times to the era of Le Corbusier and Frank Lloyd Wright. ""Distance Points: Studies in Theory and Renaissance Art and Architecture"" (1991) collected seven of his essays on Renaissance critical theory and the relationship between architecture and science, as well as studies of Leon Battista Alberti and Leonardo da Vinci. It included his earliest published work, the celebrated essay ""'Ars Sine Scientia Nihil Est': Gothic Theory of Architecture at the Cathedral of Milan,"" published in The Art Bulletin in 1949. He was the editor, with Wolfgang Jung, of ""Conventions of Architectural Drawing: Representation and Misrepresentation"" (2000) and the author of the essay collection ""Origins, Imitation, Conventions"" (2002). In October, Yale University Press published the essay collection ""Origins, Invention, Revision: Studying the History of Art and Architecture."""
39934,"Leslie Cheung, 46, Pop Singer And Film Actor in Gay Roles","Leslie Cheung, a pop singer and actor who won international acclaim for his portrayal of an opera star in the 1993 movie ""Farewell, My Concubine,"" fell to his death today from a hotel here, local news organizations reported.","HONG KONG, April 1 Leslie Cheung, a pop singer and actor who won international acclaim for his portrayal of an opera star in the 1993 movie ""Farewell, My Concubine,"" fell to his death today from a hotel here, local news organizations reported. He was 46. A police spokeswoman refused to identify the dead man fully, saying only that a 46-year-old with the surname Cheung had died in hospital after falling from the 24th floor of the Mandarin Hotel. Cable Television reported that Mr. Cheung had left a note saying he was suffering from emotional problems. Mr. Cheung was one of Hong Kong's most popular performers, notable for being one of only a few Asian stars to play openly gay characters. One of his most famous gay roles was in the 1997 movie ""Happy Together,"" directed by Wong Kar-wai. Mr. Cheung entered show business after returning to Hong Kong after studies at Leeds University in northern England. He achieved success as a pop singer and enjoyed fame throughout Asia with his successful 1981 album ""The Wind Blows On."" His success as a singer quickly paved the way for a career in film. Though he was to become noted for playing gay roles later in his career, Mr. Cheung made his breakthrough playing a rookie cop alongside Chow Yun-fat in John Woo's 1986 action movie ""A Better Tomorrow."" Two years later he earned a reputation for romantic roles after playing an opium-smoking playboy in Stanley Kwan's ""Rouge,"" one of the most successful films to emerge from Hong Kong during the 1980's. Further collaborations with Mr. Woo followed with 1990's ""Once A Thief,"" before Mr. Cheung teamed up the following year with Mr. Wong for ""Days of Being Wild."""
