id,title,firstSentence,fullBody
47775,"Anne Gwynne, 84, Actress Who Worked in Horror Films","Anne Gwynne, who starred in science fiction and horror films, including ""Black Friday"" in 1940 with Boris Karloff and Bela Lugosi, died on March 31 in the Woodland Hills section of Los Angeles.","LOS ANGELES, April 13 Anne Gwynne, who starred in science fiction and horror films, including ""Black Friday"" in 1940 with Boris Karloff and Bela Lugosi, died on March 31 in the Woodland Hills section of Los Angeles. She was 84. Born in Waco, Tex., she studied drama at Stephens College in Missouri and moved to Los Angeles with her family. Her father was a wealthy apparel manufacturer. A former Miss San Antonio, she first gained attention as a model for Catalina swimsuits. She began acting in small theaters and was spotted by a talent scout who invited her to stop by Universal Studios. She was signed to a contract in 1939. Her film credits include ""The Black Cat"" (1941), ""The Strange Case of Doctor Rx"" (1942), ""House of Frankenstein"" (1944), ""Weird Woman"" (1944), ""Murder in the Blue Room"" (1944) and ""Dick Tracy Meets Gruesome"" (1947), as well as the 1940 serial ""Flash Gordon Conquers the Universe."" Among Ms. Gwynne's favorite films were ""The Black Cat"" and two westerns, ""Ride 'em Cowboy"" with Abbott and Costello in 1942 and ""Men of Texas"" with Robert Stack and Broderick Crawford the same year. She later married a Hollywood lawyer, Max M. Gilford, who died in 1965. She also worked in television, including the 1951-'52 series ""Public Prosecutor."" She continued to appear in television guest spots and commercials and made her final motion picture in 1970, cast as Michael Douglas's mother in ""Adam at 6 A.M."" She is survived by a daughter, Gwynne Pine of Los Angeles; a son, Gregory Gilford of New York; and two grandchildren."
16410,"James Rachels, Ethicist, 62; Ignited Euthanasia Debate","Dr. James Rachels, a philosopher and medical ethicist who wrote some of the most influential works on euthanasia, arguing that the legal distinction between killing and passively allowing a patient's death had no rational basis, died on Friday at a hospital in Birmingham, Ala.","Dr. James Rachels, a philosopher and medical ethicist who wrote some of the most influential works on euthanasia, arguing that the legal distinction between killing and passively allowing a patient's death had no rational basis, died on Friday at a hospital in Birmingham, Ala. He was 62. The cause was cancer, said his son Stuart. In 1975, Dr. Rachels's most widely debated article, ""Active and Passive Euthanasia,"" was published in The New England Journal of Medicine. Euthanasia then was generally condemned and terminally ill patients rarely refused medical treatment. Dr. Rachels, who spent much of his career as a philosophy professor at the University of Alabama at Birmingham, broke ground by arguing that actively killing a patient with a terminal illness was no worse morally than letting the person die by doing nothing. If withholding treatment meant passive euthanasia for a patient near death, he wrote, then the patient might as well be killed by lethal injection or some other painless form of active euthanasia. Both methods led to humane deaths, he argued, and directly killing patients might save them from hours or even days of suffering. ""In the early 70's, the idea of refusing treatment was not generally accepted, and active euthanasia wasn't even a question,"" said Dr. Hugh LaFollette, a philosophy professor at Eastern Tennessee State University and a former colleague of Dr. Rachels's. ""He argued that if you buy the idea of turning off a respirator, then you should accept active euthanasia,"" Dr. LaFollette said. ""But in that climate it was completely radical. It was the first essay in the philosophical community that openly advocated active euthanasia."" The article put Dr. Rachels at the forefront of the euthanasia debate. Along with Dr. Peter Singer's 1975 book, ""Animal Liberation,"" the paper helped start an applied ethics movement in philosophy that focused on polarizing issues like abortion, animal rights, suicide and cloning. In 1991, in ""Created From Animals: The Moral Implications of Darwinism,"" Dr. Rachels argued that animals should not be treated inhumanely in experiments simply because they were less intelligent than humans. Dr. Rachels argued that the issue was not the animals' intelligence but their ability to suffer. Born in Columbus, Ga., in 1941, James Rachels earned his bachelor's degree from Mercer University and his Ph.D. from the University of North Carolina. He taught at several schools, including Duke and New York University, before becoming chairman of the philosophy department at Birmingham, where he spent the last 26 years. He wrote 5 books and 85 essays. His 1971 textbook, ""Moral Problems,"" sold 100,000 copies over three editions and was a staple of many college philosophy courses. In addition to his son Stuart, of Birmingham, Dr. Rachels is survived by his wife, Carol; another son, David, of Lexington, Va.; two sisters, Cindy Withrow of Atlanta and Jean Holt of Columbus, Ga.; his parents, James and Velma Rachels of Columbus; and two grandsons."
8728,"Wardell Quezergue, 81, R&B Hitmaker","Wardell Quezergue, a prime mover in New Orleans rhythm and blues since the early 1950s as a producer, arranger and bandleader for a long list of artists including the Dixie Cups, Professor Longhair, the Neville Brothers and Dr. John, died on Tuesday in Metairie, La.","Wardell Quezergue, a prime mover in New Orleans rhythm and blues since the early 1950s as a producer, arranger and bandleader for a long list of artists including the Dixie Cups, Professor Longhair, the Neville Brothers and Dr. John, died on Tuesday in Metairie, La. He was 81. The cause was complications of congestive heart failure, his son Brian said. As a producer and arranger, Mr. Quezergue (pronounced ka-ZAIR) was associated with a string of local and national hits, many of them propelled by his punchy, syncopated horn arrangements. These included ''Big Chief'' by Professor Longhair, ''Iko Iko'' by the Dixie Cups, ''Barefootin' '' by Robert Parker, ''Groove Me'' by King Floyd, ''Mr. Big Stuff'' by Jean Knight and ''Misty Blue'' by Dorothy Moore. With the drummer Smokey Johnson, he wrote the 1964 instrumental ''It Ain't My Fault,'' a New Orleans song later sampled by Mariah Carey, the rapper Silkk the Shocker and others. ''He introduced a new sound, with a richer, fuller horn section, and funky rhythms,'' said John Broven, the author of ''Rhythm and Blues in New Orleans.'' ''It gave New Orleans music a whole new dimension.'' ''Groove Me'' and ''Mr. Big Stuff,'' recorded at the Malaco Records studios in Jackson, Miss., became Top 10 hits in the early 1970s and helped revive the flagging fortunes of the New Orleans sound. A variety of artists then flocked to Mr. Quezergue, including Paul Simon, who worked with him on the album ''There Goes Rhymin' Simon.'' He later worked as an arranger on the albums ''Fiyo on the Bayou'' for the Neville Brothers; ''Orchid in the Storm'' for Aaron Neville; ''Goin' Back to New Orleans'' for Dr. John; ''Deacon John's Jump Blues'' for Deacon John Moore; and two albums for the blues singer Clarence (Gatemouth) Brown, ''Gate Swings'' and ''American Music, Texas Style.'' ''If I hear something, immediately I start arranging,'' Mr. Quezergue told the NPR series ''American Roots'' in 2010. ''Arrangement, to me, has to be part of the song itself, as if the two were made for each other at the moment that the writer wrote the song, and it should fit like a glove.'' Wardell Joseph Quezergue was born on March 12, 1930, in New Orleans to a musical family. He took up the trumpet and while still in high school began writing arrangements. After leaving high school and enlisting in the Army, he continued to arrange for military bands while stationed in Tokyo. When his unit was sent to fight in Korea, he was held back to continue his arranging work. His replacement died in combat, inspiring Mr. Quezergue to write a classical composition, ''A Creole Mass,'' which he did not complete until 2000. After returning to New Orleans he formed the Royal Dukes of Rhythm with other ex-servicemen. The group became a fixture, performing at dances and serving as the house band for visiting musical acts. The bandleader Dave Bartholomew hired him as an arranger for Imperial Records, where he worked with artists like Fats Domino and Earl King and recorded with his own band, Wardell and the Sultans. At Nola Records, which he helped found in 1964, Mr. Quezergue produced singles for local stars like Willie Tee and Eddie Bo. But despite national chart successes like ''Barefootin,' '' a Top 10 hit in 1966, the label went out of business in 1968. He struck a deal with Malaco Records to supply artists and his production skills in return for studio time and session musicians. Driving a group of singers to the studio in a borrowed schoolbus, he presided over a marathon recording session in 1970 that yielded ''Groove Me'' and ''Mr. Big Stuff,'' both of which Atlantic and Stax Records turned down. Released on Malaco's newly created Chimneyville subsidiary, ''Groove Me'' took off and, after being picked up by a chastened Atlantic, rose to the top of the rhythm-and-blues charts. Stax, in a similar turnaround, decided to distribute ''Mr. Big Stuff,'' which also rose to the top of the R&B charts and reached No. 2 on the pop charts. ''Wardell delivered those hits at a time when New Orleans really needed them,'' Mr. Broven said. ''The city's music scene was dead, but the symbolism of those hits gave New Orleans the impetus to get going again.'' In addition to his son Brian, Mr. Quezergue is survived by four other sons, Donald, Wayne, Victor and Martin; eight daughters, Violetta Johnson, Gaynelle Mitchell, and Iris, Diana, Yoshi, Helen, Ramona and Lesley Quezergue; a brother, Leo; and many grandchildren, great-grandchildren and great-great-grandchildren. His wife of 60 years, the former Yoshi Tamaki, died this year. In 2009 he released his own album, ''Music for Children Ages 3 to 103: The St. Agnes Sessions.''"
41670,"Dr. Geoffrey Marshall, 62, Who Was Provost at CUNY","Geoffrey Marshall, the former provost of the City University of New York and the former deputy chairman of the National Endowment for the Humanities, died Nov. 18 at his home in Cranbury, N.J.","Geoffrey Marshall, the former provost of the City University of New York and the former deputy chairman of the National Endowment for the Humanities, died Nov. 18 at his home in Cranbury, N.J. He was 62. The cause was pneumonia associated with Lou Gehrig's disease, CUNY said. At the CUNY Graduate Center, which he joined in 1985 as associate provost and dean for academic affairs, he was chairman of the building advisory committee for the initial planning for the center's move last year to the B. Altman building at Fifth Avenue and 34th Street. As provost, from 1994 to 1998, Dr. Marshall was also responsible for interviewing prospective faculty members for the graduate center, an assignment he said he loved. Frances Degen Horowitz, the president of the graduate center, said, ""He was very concerned about having quality faculty who represented the spectrum of attitudes and opinions."" She said that Dr. Marshall had helped draw scholars as varied as John Patrick Diggins, a conservative historian, and Talal Asad, a liberal anthropologist. As a top officer of the endowment for the humanities, he also helped bridge the transition from its direction by Joseph D. Duffey, a noted liberal, to William J. Bennett, a noted conservative, who became chairman in 1981. Geoffrey Marshall was born in Lancaster, Pa., and attended Franklin and Marshall College. He earned his Ph.D. in English from Rice University. A scholar who specialized in 17th century literature and Restoration drama, he began his career as an administrator as an assistant provost at the University of Oklahoma. He left the job in 1974 to work with the National Endowment for the Humanities, where he was director of the state programs and education programs divisions before becoming deputy director. Dr. Marshall is survived by his wife, Mary; his mother, Mary E. Marshall of Norman, Okla.; a brother, Tony Marshall, of Manhattan; a sister, Terry Marshall, of Norman, Okla.; two daughters, Eden Marshall Hagelman of San Marcos, Tex., and Erin Marshall Lancer of Buffalo; and four grandchildren. http://www.nytimes.com"
20412,"Gideon Waldrop, 80, Composer Who Served as Dean of Juilliard","Gideon W. Waldrop, a composer and administrator, who served for 24 years as dean of the Juilliard School of Music and for nearly three years as president of the Manhattan School of Music, died on Friday at his home in Manhattan.","Gideon W. Waldrop, a composer and administrator, who served for 24 years as dean of the Juilliard School of Music and for nearly three years as president of the Manhattan School of Music, died on Friday at his home in Manhattan. He was 80. Mr. Waldrop was born on Sept. 2, 1919, on a ranch just north of Abilene, Tex. He received a Bachelor of Music degree from Baylor University in Waco, Tex., and then served in the intelligence division of the Air Force during World War II, for which he was awarded the Bronze Star. After the war, Mr. Waldrop briefly taught at Baylor and conducted the Baylor University-Waco Symphony. He then entered the Eastman School of Music in Rochester, where he received his master's and doctoral degrees in composition, studying with Howard Hansen and Bernard Rogers. During the 1950's he was the editor of the Review of Recorded Music as well as the Musical Courier, and also served as a music consultant to the Ford Foundation. This work led him into the administrative field. In 1960 he became the assistant to the president at Juilliard and the next year was appointed dean. He was at that post in 1969 when the school moved from its old building on Claremont Avenue in Morningside Heights into its new $30 million building at Lincoln Center, which he described in an interview at the time as ""the Taj Mahal of conservatories."" In fact, as the school grew the building seemed increasingly crowded. Following the death in 1983 of the Juilliard School's president, the composer Peter Mennin, Mr. Waldrop served as the acting president for one year. From 1986 until 1989 he was the president of the Manhattan School, which had taken over the old Juilliard building on Claremont Avenue. Mr. Waldrop resigned this post over disagreements with the board. He is survived by a brother, Samuel. http://www.nytimes.com"
34313,"Bill Robinson, 64, a Coach And Player for Series Winners","Bill Robinson, a longtime outfielder who played on the Pittsburgh Pirates' 1979 World Series champions and was the batting coach for World Series winners with the Mets and Florida Marlins, died Sunday in Las Vegas.","Bill Robinson, a longtime outfielder who played on the Pittsburgh Pirates' 1979 World Series champions and was the batting coach for World Series winners with the Mets and Florida Marlins, died Sunday in Las Vegas. He was 64. Robinson, the minor league hitting coordinator for the Los Angeles Dodgers, was found dead in his hotel room while visiting the team's Pacific Coast League farm club, Josh Rawitch, a spokesman for the Dodgers, told The Associated Press. He said the cause of death was not immediately known. Robinson was envisioned as a future star when the Yankees obtained him in November 1966 from the Atlanta Braves for the sharp-fielding third baseman Clete Boyer. He was even referred to at times as ''a new Mickey Mantle.'' But he was hampered by injuries and never fulfilled his promise in three seasons with the Yankees. He played for the Phillies in the early 1970s, then had his most notable success with the Pirates from 1975 to 1982, twice hitting .300. Playing in a lineup that included Willie Stargell and Dave Parker, Robinson hit 24 home runs for the team that won the 1979 World Series, defeating the Baltimore Orioles in seven games. Robinson hit 166 home runs and had a career batting average of .258 in 16 major league seasons. He was the batting coach for the Mets from 1984 to 1989, providing pointers for the 1986 championship team that included Gary Carter, Keith Hernandez, Mookie Wilson and Darryl Strawberry, the talented but often undisciplined slugger, who became a special project for Robinson. Robinson and another coach, Sam Perlozzo, were fired by the general manager, Frank Cashen, after the '89 season over the objections of Manager Davey Johnson, whose own job had been in jeopardy. Robinson was later a batting coach in the Yankees' minor league system, then tutored hitters for the Marlins for four seasons, including their World Series-winning 2003 team. He had hoped to become a major league manager and managed in the Caribbean and the minor leagues to prepare, but he never received the opportunity. At times, he expressed concern that racial considerations might have hurt him. ''You're seeing new guys as managers these days,'' Robinson told The New York Times in 1987. ''Tom Kelly, Tom Trebelhorn, Jim Leyland. But you don't see any new younger blacks as managers.'' Robinson is survived by his wife, Mary Alice; a son, William III; a daughter, Kelley Ann; and three grandchildren. As a batting instructor, Robinson was reluctant to impose a particular technique on major leaguers. ''A good hitting instructor is able to mold his teachings to the individual,'' he once said. ''If a guy stands on his head, you perfect that.''"
19789,"G. van Well, 72, Envoy of Bonn To Washington","Gunther van Well, the West German Ambassador to the United States from 1984 to 1987, died Saturday in a hospital in Bonn.","Gunther van Well, the West German Ambassador to the United States from 1984 to 1987, died Saturday in a hospital in Bonn. He was 72 and had lived in Bonn since his return from Washington and retirement. He suffered a brief illness, his family said. Mr. van Well took charge of his country's Embassy in Washington after three years as representative of the Federal Republic at the United Nations. His most trying moments as Bonn's chief spokesman in the United States arose from a gesture billed by the conservative leaders of the two countries as the ultimate symbol of American-German reconciliation. Just over a year after Mr. van Well took up his post, President Ronald Reagan and Chancellor Helmut Kohl met at a German military cemetery in the small town of Bitburg. The event became an embarrassment when it turned out that among the 2,000 graves were those of 49 soldiers of the Waffen SS, the elite Nazi Party military organization. Many Jewish groups, veterans organizations and a majority of the House of Representatives protested, writing that the visit would have ""the unintended effect of reopening painful wounds in the United States."" Mr. Reagan and Mr. Kohl nevertheless kept to their agenda for that May day in 1985, and it was largely left to Mr. van Well to calm the ensuing outcry. Later that month he became the first West German official to be invited to address B'nai B'rith International, mostly because of Bitburg. He urged renewed efforts to build bridges between his country and American Jews. By all accounts his reception was cordial and his hosts considered the invitation a step toward that end after the setback of Bitburg. Mr. van Well was born in the town of Osterath, near Krefeld. He was a graduate of Bonn University in economics and of the Diplomatic School in Bonn. He entered the Federal Foreign Office in 1952 as an attache. Service at U.N. in 1950's He was posted to the West German Mission at the United Nations from 1954 to 1959, during which time, as Second Secretary, he married Carolyn Stevens Bradley of Short Hills, N.J. His career then took him back to Bonn, to Harvard University for advanced studies, to Tokyo and once again to the Foreign Office in Bonn, where he rose to Director General for Political for Political Affairs and State Secretary. He took the post at the United Nations in 1981. In addition to his wife, Mr. van Well is survived by their daughter, Kirsten van Well of Cologne; their son Mark, of Bonn, and a sister, Inge Heinen of Krefeld."
21649,"Hansel Mieth, 88, Magazine Photographer","Hansel Mieth Hagel, a photographer who documented the Great Depression and World War II for Time, Fortune and Life magazines, died on Feb. 14 at a friend's home in Santa Rosa, Calif. She was 88 and lived on a ranch nearby.","Hansel Mieth Hagel, a photographer who documented the Great Depression and World War II for Time, Fortune and Life magazines, died on Feb. 14 at a friend's home in Santa Rosa, Calif. She was 88 and lived on a ranch nearby. She was known professionally as Hansel Mieth, and she left a lasting impression in 1939 with a picture of a rhesus monkey rising from the waters of the Caribbean. It appeared on the cover of Life and remains one of the magazine's most often requested images. In the 1950's, she and her husband, Otto Hagel, also a photographer, refused to appear before the House Un-American Activities Committee and were blacklisted. As a result, their freelance assignments dried up and they turned to raising cattle. Ms. Mieth's photographs are in the collection of the Library of Congress and others around the country. A retrospective of the work of her and her husband is planned next year at the Santa Barbara Museum of Art. Otto Hagel died in 1973. No immediate relatives survive."
35228,"Birgit Akesson, 93, Creator Of Elemental Dance Solos","Birgit Akesson, a dancer and choreographer whose unconventional approach to movement and music made her a prominent pioneer of Swedish modern dance, died on Saturday in Stockholm, where she lived.","Birgit Akesson, a dancer and choreographer whose unconventional approach to movement and music made her a prominent pioneer of Swedish modern dance, died on Saturday in Stockholm, where she lived. She died on her 93rd birthday. Unlike most modern dancers in the United States and Europe in the 1930's and 40's, Ms. Akesson was less concerned with expressing emotion than with finding the essence of dance through form. She rebelled early against her Expressionist training and became known for pure and rigorous solos, often performed without music. Although she stopped dancing in 1965, Ms. Akesson's role as a founding mother of Swedish modern dance was increasingly recognized in the last 30 years, and she was awarded the gold medal of the Swedish Academy in 1998. Her works were seen on Swedish television, and her pure-dance aesthetic found favor with a new generation of viewers. A founder of the Choreographic Institute in Stockholm, she was an expert on dance in Asia and also Africa, where she sought the roots of a dance culture absent in the West. In the 1950's she choreographed several works for the Royal Swedish Ballet as well as a space age opera, ""Aniara,"" that was typical of her collaboration with Sweden's modernist composers and poets. Yet her signature style was not dramatic and narrative. Ahead of her time, she sometimes baffled the international dance world with experiments in stillness, a dissociation between music and movement and her uncanny ability to reshape the body into an assemblage of independent planes. In Paris, where she had made her debut in 1934, this reconfiguring of the body reminded critics of Cubist forms, and Ms. Akesson was called ""the Picasso of Dance."" American audiences saw her perform in New York (1949 and 1955), and at the Jacob's Pillow Dance Festival (1955) and the American Dance Festival (1956). Referring to the slow pace or static quality of some of her solos, the American critic George Beiswanger wrote that she would occasionally ""crawl and writhe like a slug or an upended caterpillar, hardly moving at all."" But he added, ""If one lets the movement have its way, it generates a compelling, almost hypnotic beauty."" Ms. Akesson was born in Malmo, Sweden. From 1929 to 1931, she studied in Dresden at the school of Mary Wigman, the German modern dance pioneer. Although she and Birgit Cullberg, who was considered the other founding mother of Swedish modern dance, had their roots in German Expressionist dance, Ms. Akesson did not share Ms. Cullberg's interest in ballet or dance-drama. In search of her own dance idiom and what she called a first or primary movement that did not depend on music, she moved to Paris, where she presented a solo concert in 1934. Two years later she opened a school in Stockholm, where she concentrated on developing an idiom that would allow each part of the body to move independently. ""All parts of her dancing body were granted equal importance,"" Horace Engdahl wrote in ""Swedish Ballet and Dance"" (Swedish Institute, 1992). ""This was coupled with a new idea of space as growing out of the movement instead of being a fixed theatrical frame."" He added that the body ""seemed to be taken apart and reassembled in forever new shapes, dissolving into a continuous flow of images growing one out of the other."" Molding herself into a sculptural shape with her head or shoulder sometimes resting on the floor, Ms. Akesson often danced with eyes closed. In 1946 she returned to performing with two solos that were considered an artistic breakthrough, ""Blue Evening"" and ""Movement."" Ms. Akesson began to collaborate with the poet Erik Lindegren and the composer Karl-Birger Blomdahl in works like ""Eye: Sleep in Dream"" (1953). Mr. Lindegren's poem was heard before Ms. Akesson moved in silence, with the music played during blackouts between the danced passages. Ms. Akesson often turned to the same collaborators for the seven large works, beginning with the 1957 ""Sisyphus,"" that she choreographed for the Royal Swedish Ballet. In 1983 she published her highly acclaimed book on African culture, ""The Mask of Spring Water,"" and suddenly returned to choreography in 1989 by creating two solos on television. Long interested in Asian dance, she chose the Chinese-born dancer Chiang Ching to perform both dances, ""Autumn Leaves"" and ""Shades."" Ms. Akesson is survived by a daughter, Mona Moeller-Nilesen, and a grandchild."
11941,"Walter Kendall Jr., 75, Retired Police Official","Walter J. Kendall Jr., a retired chief of personnel in the New York City Police Department, died of congestive heart failure on Sunday at Suburban General Hospital in Norristown, Pa.","Walter J. Kendall Jr., a retired chief of personnel in the New York City Police Department, died of congestive heart failure on Sunday at Suburban General Hospital in Norristown, Pa. He was 75 years old and lived in Ridge, L.I. Mr. Kendall joined the Police Department in 1940 and became the third-highest-ranking officer in the department. He was promoted to sergeant in 1951, to lieutenant in 1955 and to captain in 1959. He commanded the uniformed forces on Staten Island as an inspector in 1965 and three years later became deputy chief inspector in charge of the Sixth Division covering precincts in central Harlem. In 1971, as an assistant chief inspector, he was put in command of the Inspection Division, an elite force of undercover officers investigating corruption in the department. He retired in 1973 with the rank of chief of personnel. He was also a member of the International Association of Chiefs of Police. He was a graduate of Brooklyn College and the John Jay College of Criminal Justice. He is survived by a son, Walter 3d, of Palatine, Ill.; a daughter, June Browne of Lansdale, Pa., and six grandchildren."
