,count,var,word
0,1663,10.725174974330484,. He is survived by his wife
1,144,0.4183014965203545,chairman of the board
2,112,0.3297602690462846,the death .
3,205,1.0320782138977485,. The cause of death was
4,124,0.2934410047569208,", from the"
5,124,0.32016706266337963,", where Mr."
6,508,1.285628543509209,New York and
7,816,2.1359120242459113,", '' which"
8,476,1.2903705834792487,"two sisters ,"
9,352,1.265132613429497,"Manhattan , and"
10,114,0.274066100862595,in New York City and
11,107,0.2661494734649134,was involved in
12,262,0.6528241427373873,'' published in
13,176,0.40759718453777505,the Army in
14,133,0.32873844871801233,". In addition to his wife , he"
15,135,0.36616881860705053,", Md. , and"
16,115,0.2796117082752566,a kind of
17,341,1.1893591797659735,on Monday at
18,149,0.3197206363063676,the University of Michigan
19,132,0.2921910109572869,told an interviewer
20,141,0.3445915446847982,", and when"
21,967,2.352776027896687,", when he"
22,117,0.3975773929692809,", '' `` The"
23,119,0.4397795645854932,was 84 years
24,312,0.7910873457968958,of the world
25,484,1.4170862247707101,of the New York
26,175,0.6520999399804563,"L.I. , and"
27,131,0.32690314036140694,"many years ,"
28,171,0.8594104195911728,version of the
29,210,0.5785784792734162,"Jr. , of"
30,102,0.22456237816280672,", Pa . He"
31,173,0.41947212563429737,", and her"
32,185,0.44270613737035036,Washington . He
33,307,0.6794906771295778,and five grandchildren
34,125,0.3122504352656982,on Friday at his
35,190,0.6227151651033477,In World War II
36,210,0.738934826712169,spokesman for the
37,158,0.41960109324854533,High School in
38,177,0.42143640160515083,", the company"
39,321,1.2594878001597216,". The cause was cancer ,"
40,995,2.2049989831399643,", a former"
41,168,0.3811588236169463,the work of
42,136,0.2735105480627576,"in 1954 ,"
43,117,0.30403619029667506,. He was 85 .
44,112,0.2807624962177767,where he lived .
45,170,0.40453172355295863,'' he once
46,139,0.3518236516683945,a heart attack .
47,121,0.3037683344824678,", of Washington"
48,128,0.29734971552720474,of New York and
49,150,0.320464680234721,went to the
50,234,0.5034498836811324,in San Francisco
51,287,1.6782853259656452,Surviving are his
52,156,0.440533529099558,and seven grandchildren
53,154,0.6128739440776585,in the 1950s
54,240,0.7610577328485474,a spokesman for
55,328,0.8917416084245615,. He joined the
56,125,0.3434308361565668,and received his
57,249,0.5677352790908776,", which had"
58,187,0.412289621579258,"another son ,"
59,151,0.36574223342146117,", Va ."
60,235,0.6369809673563127,. '' It
61,602,2.1667352840511707,ended in divorce
62,119,0.24824281625587183,"in Cambridge ,"
63,142,0.318688895392384,who was known
64,201,0.6392428608985073,in the 1970
65,475,1.9699207841230948,", died yesterday at"
66,119,0.31951230400642855,in The Times
67,103,0.23913571857282453,he made his
68,127,0.28747873274438124,former chairman of
69,163,0.32478013501917163,he worked as
70,281,0.9602234115902204,was a heart
71,124,0.2934410047569208,", New York"
72,165,0.3527065837967074,a year later
73,200,0.46083104746504233,. He was 78
74,168,0.4301565964454541,The Times in
75,225,0.5038963100381446,at his home in Manhattan . He
76,193,0.46334095565002154,survived by a sister
77,148,0.3857818165584496,. He began his
78,104,0.2626078243659505,. That year
79,146,0.37088109681995635,at a time when
80,106,0.2516158153977411,born on July
81,220,0.5349775050718995,. He was 77
82,114,0.3230638736911028,in 1998 .
83,181,0.4588766920799004,", president of"
84,994,3.753840506743518,In addition to his
85,125,0.4592437537512215,"His mother ,"
86,164,0.3342939767163854,", Tex. ,"
87,145,0.3611886845799376,'' It was
88,158,0.3706033204200376,"his wife , Mr."
89,102,0.23792540711603613,", the last"
90,152,0.47782501078863693,died yesterday at his home in
91,248,0.5234299433038526,last year .
92,158,0.3572402914668082,the head of
93,111,0.36427398673617695,78 years old
94,182,0.37021641757729373,to work for
95,513,1.8015089210867008,the 1950 's
96,131,0.2779053675328992,of the British
97,214,0.5568027936369363,. But in
98,107,0.24833210152727417,a master 's in
99,189,0.4174681673205986,Wednesday at his home
100,105,0.40188292716802,. His death was confirmed by his
101,167,0.3895020362002173,"& Company ,"
102,133,0.27528633290509474,", said Mr."
103,205,0.6801851181293744,Manhattan ; a
104,107,0.2928755313713722,was 79 .
105,111,0.23509804018829272,with her husband
106,1137,3.206640840075198,director of the
107,155,0.3730338639193258,"is survived by her husband ,"
108,282,0.6879430161556739,a doctorate in
109,704,2.147390141913979,", N.J. ,"
110,245,0.5775368177737213,the rest of
111,387,1.6869459972916803,York Times in
112,102,0.24683409308485574,she was the
113,108,0.24949281005550572,'' He is survived by his
114,116,0.27178436614897744,the State University
115,105,0.33061343941746324,''He was a
116,1640,6.917148228431406,The New York
117,144,0.3247602938477487,in 1956 .
118,186,0.4520017261819138,", Fla. ;"
119,1360,26.05484099781251,years old and lived in
120,156,0.37817272731782076,"survived by her husband ,"
121,443,1.5677501599694448,"heart attack ,"
122,168,0.41233922450781496,. After graduating from
123,102,0.23792540711603613,. In 1959
124,294,0.7293813026721099,the time of
125,227,0.5484099781251085,Saturday at his
126,211,0.48517616480076986,War II . He
127,130,0.308153233366898,"in 1985 ,"
128,115,0.2974290802128958,. He was the author of
129,224,0.7399764882118641,in an interview with
130,153,0.3003655735834644,editor of the
131,2085,44.982147906012365,years old .
132,124,0.4270712942892148,was 80 years
133,939,2.987207404725175,a member of the
134,232,0.5748880213887827,born in Brooklyn
135,170,0.36889697967768026,", a professor of"
136,153,0.353817689396382,the subject of
137,115,0.270703022306437,the late 1940
138,232,0.6639748810769787,", died Tuesday"
139,128,0.3418931453713028,"me , ''"
140,317,0.6574471356788905,best known for
141,152,0.3041056343966548,"in London ,"
142,121,0.29040530552923843,with his family
143,133,0.33319279170242216,. He went on
144,106,0.2516158153977411,", in which he"
145,1185,4.947773076522437,"; a daughter ,"
146,125,0.33452215018774717,her home in Manhattan
147,112,0.26294512428013755,", more than"
148,154,0.35452205098189,"last year ,"
149,220,0.4993427611966211,. '' Dr.
150,104,0.23142742347508197,. For a
151,199,0.4917634337131264,", graduated from"
152,617,1.41011205301561,was also a
153,1126,2.931453713027217,at the University of
154,124,0.2711692898348718,to work in
155,212,0.6590245088069999,"cause was a heart attack ,"
156,113,0.268510572864222,percent of the
157,207,0.46674371654902497,in 1968 .
158,336,0.8119404169622175,", '' was"
159,113,0.29078228778627097,master 's degrees
160,109,0.2283718830759768,of Washington ;
161,428,1.9287701945922886,He was born in
162,218,0.5794118084731722,", who lived in"
163,124,0.3691648354918874,Los Angeles Times
164,142,0.35432363926766247,with a degree
165,188,0.4082023402661694,served in the Army
166,101,0.2055247741826677,was a senior
167,306,0.7159389090331894,until his retirement
168,121,0.2814966195604188,consultant to the
169,155,0.4086686077946042,and president of
170,1389,26.81975783850278,old and lived
171,145,0.330008283689069,", a leading"
172,137,0.3278356754182768,Los Angeles ;
173,123,0.2701673106780224,his career .
174,124,0.3468931205698384,is survived by his mother
175,486,1.8261714971651926,said in an interview
176,139,0.3028258788398867,"in 1978 ,"
177,399,0.8695591787739146,", at the"
178,140,0.2903060996721246,", the daughter"
179,125,0.3167047782501079,is survived by another
180,160,0.380811603117048,. She was a
181,114,0.2829747868314146,of the Federal
182,159,0.34453202117052995,more than 30
183,212,0.5565746201655745,"his wife , he is survived"
184,146,0.4154245266640543,the staff of
185,268,3.1403911686945993,years old . He
186,142,0.4211387840338094,"of Los Angeles ,"
187,192,0.4273887530319791,", who became"
188,242,1.5224230038541475,and the former
189,122,0.2513380389978224,at the National
190,151,0.32119880357736313,. With the
191,143,0.35959147028040533,"addition to his wife , he"
192,772,2.126150167905913,in the early
193,143,0.35959147028040533,"In addition to his wife , he"
194,132,0.3233714118481555,the University of Wisconsin
195,157,0.36548429819296524,he continued to
196,254,0.6599372026924469,He was 80
197,153,0.3270916314899231,his life .
198,322,1.3966101358624212,on Saturday at
199,111,0.2707327840635711,in the Army Air
200,184,0.38885719812897757,", he went"
201,233,0.5569912847654525,of World War II
202,138,0.3732421962192648,on Tuesday at his
203,280,0.8449660467954027,The Associated Press
204,463,1.3486937068764537,at the age of
205,208,0.5070014533658067,worked for the
206,123,0.3280737694753498,He was 84 .
207,112,0.26294512428013755,", he taught"
208,522,2.042608915630379,said in an
209,217,0.48580116170058685,and as a
210,192,0.6545602452368787,at a hospital in
211,134,0.35636727992420675,; and four grandchildren .
212,2816,21.734634252806288,He is survived
213,116,0.3118734530086656,"is survived by his mother ,"
214,194,0.48592020872912345,Tuesday at his home
215,388,0.9058189195490102,the United States in
216,180,0.4272597854177311,much of the
217,214,0.5300767357304775,by her husband
218,106,0.25607015838215086,after graduating from
219,119,0.26160584520910124,. His other
220,970,2.557804772793786,", died in"
221,156,0.40935312820868935,serving in the
222,169,0.40844043432324245,of his own
223,123,0.301347711568891,a leader in
224,120,0.2626475067087961,of the war
225,126,0.3221412592199444,", died on Sunday at his"
226,120,0.2938279075996647,on Monday at his home
227,233,0.5748086567030917,"later , he"
228,196,0.49986855223932425,in 1985 .
229,107,0.26614947346491336,was born on March
230,630,1.902083819028675,", Mass. ,"
231,111,0.2529154121259319,"of America ,"
232,103,0.22577268961959512,the title of
233,170,0.46689252533469583,as president of the
234,259,0.6939846528539044,in the 1960 's
235,176,0.5724078749609378,. Her father
236,154,0.35452205098189,", for the"
237,806,3.02705839752779,", he is survived"
238,181,0.4499680061110808,working as a
239,109,0.25509794098243566,in which she
240,122,0.30479015481074007,. He helped
241,179,0.45799375995158753,", he is survived by his wife"
242,101,0.22779648910471673,. In 1957
243,101,0.3035203198396833,a telephone interview
244,126,0.3310499451887639,on Sunday at his home in
245,119,0.2794232171467404,", after the"
246,121,0.26813359060718944,it was the
247,131,0.32244879737699716,at a nursing home in
248,186,0.4297300112598648,in 1984 .
249,162,0.4533410052529501,was 89 .
250,373,0.9646678339889189,of the United States
251,3709,13.043457125708702,was born in
252,357,0.8845194220266765,"The New York Times ,"
253,249,0.6078243659505657,during World War II .
254,118,0.31400637893661243,The New Yorker
255,235,0.5879831945278048,. Among his
256,165,0.36606961274993677,was a professor
257,116,0.3074191100242558,; and two grandchildren
258,132,0.3010996969261065,assistant to the
259,135,0.33053407473177215,work in the
260,137,0.2966552745274082,history of the
261,234,0.5658106854628696,he and his
262,216,0.8287062068144504,the 1980 's
263,118,0.2872803210301536,'' he said in an
264,173,0.4194721256342975,in Los Angeles . He
265,118,0.3362780938586614,was born on April
266,209,0.5784296704877456,I do n't
267,113,0.32196268867713956,wrote in a
268,144,0.3158516078789291,New York 's
269,226,0.5707015342185803,"; two brothers ,"
270,269,0.7746985382016953,", Conn. , and"
271,166,0.41119835715100617,his career as
272,152,0.34864906424075276,an interview in
273,473,1.1151829604019823,two grandchildren .
274,118,0.3140063789366125,New York Hospital
275,163,0.4405930526138264,early 1960 's
276,128,0.4666147489347772,after a long illness . He
277,153,0.4072698052092995,He began his
278,123,0.3280737694753498,. He was 84 .
279,1084,4.109017316382359,"two daughters ,"
280,155,0.3641251779505062,for the first time
281,266,0.5755328594600225,elected to the
282,191,0.5206025763761093,", and six"
283,180,0.8370593399834324,of heart failure
284,251,0.7097683047207107,", as the"
285,301,0.6664054245762671,and five grandchildren .
286,350,1.4547249269596878,the 1970 's
287,401,1.0665224874876613,. In addition to his wife
288,224,0.5439853968978328,he is survived by a
289,108,0.2895818969151939,'s first marriage
290,168,0.3989761955545855,said he was
291,110,0.29187355221452277,at her home in Manhattan .
292,232,0.6105227652640611,. He was 79
293,145,0.32109959772024943,. And he
294,209,0.9392314522249394,", '' he told The"
295,148,0.32787535776112225,his career in
296,119,0.25269715924028163,the School of
297,111,0.38654570165822594,was 82 years old
298,121,0.36167479327979524,Center in Manhattan .
299,115,0.3018834231973056,of the department
300,612,1.6209939434824232,in The New
301,108,0.3029449258684233,"'s , died on"
302,183,0.4730829708185971,She was a
303,290,1.0794986135981468,died on Tuesday at
304,142,0.39886706911176045,; and five
305,215,0.5123585696499522,") , and"
306,113,0.2596018868954023,in New Jersey
307,338,0.8364343430836156,"years , he"
308,191,0.48942217548524064,", and five grandchildren"
309,152,0.41991855199130956,Medical Center . He
310,110,0.27405618027688355,on Friday at his home in
311,122,0.34487924167042816,on Tuesday at his home in
312,199,0.43385697491579905,went to work
313,326,0.7066929231501828,and he was
314,313,1.4093680090872565,was a graduate of
315,105,0.2548896086824966,and president of the
316,269,0.5118923021215172,the country 's
317,114,0.2607030719093656,New York to
318,108,0.30739926885283314,past president of the
319,104,0.22251873750626236,. In 1974
320,153,0.36272637536520147,chairman and chief
